subject_ID,caudalanteriorcingulate,caudalmiddlefrontal,cuneus,entorhinal,fusiform,inferiorparietal,inferiortemporal,isthmuscingulate,lateraloccipital,lateralorbitofrontal,lingual,medialorbitofrontal,middletemporal,parahippocampal,paracentral,parsopercularis,parsorbitalis,parstriangularis,pericalcarine,postcentral,posteriorcingulate,precentral,precuneus,rostralanteriorcingulate,rostralmiddlefrontal,superiorfrontal,superiorparietal,superiortemporal,supramarginal,transversetemporal,insula
CNBD_00021,737,1944,1912,328,2741,5425,3584,876,4622,2711,3031,1336,4461,694,1493,1402,815,1401,1387,4666,1235,4799,3785,678,3869,7701,4169,4684,3573,364,1953
CNBD_00022,815,2436,2253,350,2858,4681,3827,1011,5164,3216,2801,1649,4494,726,1588,1274,619,1540,1575,4967,1358,4760,4165,792,5066,9459,4076,5208,3852,453,2244
CNBD_00023,663,1749,1920,309,2547,6170,3192,788,5520,3061,3350,1638,4629,474,1614,1680,825,1370,1452,4784,1214,4507,3723,539,3981,8801,4313,5055,2987,330,1989
CNBD_00024,1059,2233,2264,402,3041,5772,4232,984,5523,3259,4109,1629,4897,604,1532,1604,684,1451,2107,4916,1208,5307,4606,798,4479,9250,5002,5086,4581,343,2130
CNBD_00025,718,2299,2707,466,3094,8016,3953,873,5854,3023,3914,1639,4849,727,1819,1922,679,1451,2226,4069,1212,5362,4349,867,3967,8658,4515,5612,3058,309,1909
CNBD_00027,693,2537,2228,565,3571,6263,4412,967,5443,3339,3653,1676,4967,761,1913,1616,763,1691,1634,5513,1330,5722,4975,1030,4184,10049,5511,5206,4553,349,2388
CNBD_00028,653,1947,1789,373,2712,3926,3309,989,4248,2872,2699,1467,3579,634,1362,1915,687,1577,1444,4330,1078,4277,3660,942,3922,7405,4393,4385,3260,323,1812
CNBD_00030,773,3163,2265,321,3229,6698,4259,1065,5585,3405,3491,1789,5118,707,1550,1957,858,1962,1493,5354,1334,6030,5195,938,5628,10437,4550,5769,4357,464,2420
CNBD_00031,882,2439,1749,342,2423,5810,3929,729,4962,3105,2777,1462,4486,522,1612,1716,676,1294,1117,4242,1526,4092,4068,853,4326,8270,4262,4729,4457,347,1708
CNBD_00032,860,1931,1747,287,2490,5601,3116,1026,4644,2703,3636,1489,3823,705,1393,1410,661,1418,1377,4003,1248,4329,3711,765,3562,7172,4066,4518,2965,284,1895
CNBD_00033,823,2659,2390,545,3456,6807,4601,1072,6169,3697,4101,1968,5651,866,1979,2108,781,1518,1810,5410,1475,6069,4818,929,4827,10290,5119,6185,4790,352,2431
CNBD_00038,809,3057,2200,461,3597,8099,4600,1136,6830,3711,3499,1993,5681,735,1984,1969,776,1975,1694,6481,1644,5038,5175,1049,6117,11527,5404,6142,4612,432,2244
CNBD_00040,815,2341,2020,353,3438,6127,4644,1264,6344,3290,4044,1800,5514,845,1560,1594,762,1604,2065,5461,1272,5557,4904,898,4638,9767,4594,5234,4384,319,2350
CNBD_00043,706,1976,2104,333,2759,4515,3779,627,4571,2787,2730,1587,4027,619,1377,1439,539,1281,1411,5190,1088,5278,4156,799,3369,8745,4343,4639,3653,276,2151
CNBD_00044,985,1604,2056,317,2955,4510,3388,907,4820,3034,3333,1369,3714,647,1504,1339,739,1363,1645,3865,1194,4004,2987,865,3756,7499,3337,4335,2780,318,1869
CNBD_00047,927,2760,2054,448,2724,6254,4118,902,5013,3265,2982,1820,4498,623,1874,2245,886,1783,1614,4491,1301,5047,4111,983,4835,9548,4401,5417,4316,368,2090
CNBD_00048,859,3008,2471,476,2754,5051,4359,1057,6167,3591,3542,2027,4299,621,1687,2086,761,1761,1932,5349,1713,5481,4446,1161,4421,10547,4504,5660,4124,425,2345
CNBD_00051,902,1932,1668,254,2456,5608,3225,889,4295,2616,2738,1468,3949,733,1534,1663,740,1466,1289,4506,1085,4783,3767,750,3577,7976,4121,4539,3469,309,2109
CNBD_00052,968,1803,2217,268,3241,5514,4016,961,4671,3207,2920,1622,4569,672,1619,1590,700,1601,1391,4252,1399,5456,4212,919,3623,8608,4359,6117,3588,383,2229
CNBD_00054,930,2670,2264,340,2775,7609,4403,1095,5596,3379,3900,1891,5819,734,1730,1723,720,1603,1834,4170,1507,5177,5428,1001,4768,9067,5513,5520,3403,422,2062
CNBD_00055,768,1966,1816,335,2198,4619,2901,954,4293,2243,3068,1291,3889,643,1190,1369,643,1108,1388,4007,1142,4403,3498,721,3207,7994,4058,4252,3045,274,1816
CNBD_00056,954,2499,2235,474,3070,5734,4152,1239,5959,3493,2673,1614,4858,610,1721,1560,897,1615,1340,5111,1403,5074,4669,1038,5806,10623,5210,5984,3879,435,1964
CNBD_00059,575,1873,1765,281,2339,5001,3220,737,4816,2848,2413,1600,3657,714,1479,1506,634,1597,1165,3846,1019,4467,4073,740,3610,8035,3608,4681,2717,310,1912
CNBD_00065,713,1957,1891,517,2773,5240,3922,909,4892,2928,3076,1607,3333,577,1444,1576,595,1527,1611,4046,1337,4572,4158,682,3573,8567,4418,4314,3776,365,1887
CNBD_00066,840,3418,1834,363,2993,8326,4075,1060,5250,3352,3064,1755,5260,764,1906,1771,658,1538,1323,5534,1592,6307,5169,943,4430,10420,5593,5729,4618,387,2284
CNBD_00067,754,2435,1854,402,2857,5534,3725,969,5148,2854,3253,1648,4265,599,1432,1510,627,1695,1395,4822,1038,4488,3929,854,3759,7436,4264,4815,3724,329,1831
CNBD_00070,839,2441,2449,366,2173,5528,3582,1211,6265,3334,3708,1725,3988,564,1662,1397,743,1185,2125,5120,1209,4796,4379,802,4261,9124,4279,4387,3528,306,1989
CNBD_00071,556,2022,1608,314,2478,5114,3853,837,4331,3231,2768,1599,3868,673,1307,1253,689,1180,1159,4590,1099,4294,3255,638,4188,8084,4312,4603,3465,300,1919
CNBD_00072,638,2027,1655,283,2266,4296,3444,839,4069,3056,2479,1395,3927,615,1346,1295,629,1407,1456,4372,1111,4406,3675,539,4173,7532,3675,4426,3195,292,1832
CNBD_00073,666,1683,1806,269,2798,5074,3340,945,4840,2756,3203,1501,4161,625,1381,1254,628,1411,1351,3876,969,4592,3623,656,3698,7391,4470,4596,3074,280,1899
CNBD_00074,825,1982,1860,267,2039,6705,3141,1003,4972,3026,3256,1495,4221,583,1440,1537,617,1360,1626,4785,1182,4857,4013,721,4288,8400,4305,4462,3390,296,1762
CNBD_00075,658,1973,2144,277,2909,4640,3312,941,5229,3302,3034,1474,4071,700,1415,1749,776,1623,1542,4284,1154,5099,3817,628,4551,8601,4167,5005,3553,360,2113
CNBD_00076,704,2177,1983,288,2411,5665,3707,759,4449,3001,2832,1478,4060,643,1554,1364,577,1257,1462,4558,986,5105,4197,662,3791,8224,4887,4749,3270,338,1858
CNBD_00077,793,1953,2107,296,2251,5221,3002,888,4899,2997,2611,1568,4067,622,1434,1385,668,1529,1562,4246,1146,4524,4302,755,3984,8876,4704,4939,3148,293,1835
CNBD_00080,616,2453,2271,349,2922,7886,4293,838,5407,3342,2922,1632,5160,670,2136,1509,861,1380,1484,5754,1449,5894,4683,753,4837,11057,5188,5188,4391,369,2078
CNBD_00081,1025,1775,2123,313,2453,5116,3348,838,5002,3138,3224,1505,3978,711,1406,1447,669,1822,1722,4465,1334,4672,3388,790,4365,9265,4701,4890,4282,356,2133
CNBD_00082,762,3183,2144,330,3376,6617,5315,1260,5405,3413,2947,1831,5213,626,1582,2043,770,2300,1310,5500,1698,5506,5311,760,5818,10479,5360,5877,3960,6,432
CNBD_00083,715,2413,1939,487,2439,6301,3440,924,4829,3038,2845,1552,4074,669,1348,1448,676,1238,1428,5122,1087,4806,4259,670,3676,8603,4646,5695,3809,295,1900
CNBD_00084,573,2259,2126,370,3127,6218,3722,1087,5236,2918,3264,1484,4228,711,1707,1459,688,1564,1730,4715,1259,5221,4221,758,3910,9107,4945,5003,3629,378,2210
CNBD_00085,817,2352,2182,436,2885,5717,4634,1017,5863,3524,2855,1653,4608,702,1338,1563,694,1481,1503,4834,1351,5145,4220,927,4767,9394,3982,4540,3053,300,2082
CNBD_00086,796,2718,2355,490,2794,7057,3898,1214,5208,3380,2942,1846,4669,637,1334,2092,710,1925,1567,4659,1582,5145,4284,626,4235,10666,4693,5821,3814,417,2431
CNBD_00087,718,3142,1754,431,3114,6376,4039,1080,4879,3121,3091,1712,4656,647,1463,1660,527,1396,1459,4535,1198,4773,4582,885,4185,9714,4785,5199,4084,348,2100
CNBD_00091,738,2336,2056,426,3287,5891,4487,931,5078,3694,2910,1854,4750,764,1579,1957,748,1740,1288,4710,1275,4564,4599,911,4748,8988,4300,5347,4157,369,1997
CNBD_00092,998,2845,1874,351,2682,6060,4127,1028,4320,3509,2713,1813,4230,724,1423,1560,603,1421,1241,4952,1719,4878,4086,981,4551,8156,5226,4029,3308,247,1631
CNBD_00093,715,2304,1816,251,2366,5530,3449,828,4564,2779,3455,1367,3949,694,1440,1594,605,1314,1644,4262,1225,4348,3622,607,3821,7831,4654,4114,3461,313,1955
CNBD_00095,661,2008,1899,353,2553,4630,3748,847,4738,2940,2670,1392,3846,621,1660,1443,729,1568,1334,4426,1086,4885,4317,620,3767,7384,4948,4865,3380,323,1957
CNBD_00096,824,2329,1724,324,2630,5938,4153,794,4775,2553,2538,1683,4467,597,1398,1627,539,1154,1236,4674,1109,4903,3348,766,3160,7357,3915,4589,3460,289,1771
CNBD_00097,879,1668,1760,405,2408,6069,3835,920,4900,3141,2865,1518,4345,600,1283,1509,664,1341,1334,4226,1385,4030,3364,759,4309,7448,3861,4352,2823,306,1732
CNBD_00098,850,2086,2024,386,3467,6863,3859,1136,5957,3097,3453,1797,5345,726,1508,1778,683,1336,1374,5135,1281,5228,5003,829,5318,9617,5744,5420,3581,364,1877
CNBD_00099,759,2106,1822,401,2543,4975,3816,825,4286,3291,2615,1532,4455,615,1404,1673,687,1724,1174,5307,1230,4354,3691,698,4078,8461,4003,4838,3615,337,1811
CNBD_00100,914,2811,2093,400,2986,5344,4367,1251,5286,3225,3169,1502,4173,706,1574,1539,676,1614,1658,5556,1376,5214,4438,746,4241,10054,5113,4864,4010,419,2332
CNBD_00101,729,2070,2620,288,3131,6979,3779,1007,6652,3189,3250,1887,4761,676,1664,1852,783,1827,2162,3976,1336,4870,4323,719,4994,9418,4132,5184,3144,341,2163
CNBD_00102,868,1869,1909,378,2928,4527,3462,877,4490,3040,3971,1621,3498,741,1339,1356,588,1553,1701,4210,1283,4526,3960,804,3968,8529,4542,4522,2949,312,1958
CNBD_00103,632,2428,2844,330,3421,6165,3979,1049,6695,3545,3451,2010,5074,671,1447,1530,785,1915,1924,4833,1140,5924,4206,716,5160,10465,4596,5118,4413,353,1974
CNBD_00104,818,1952,1762,346,2377,5124,3465,650,5051,2672,2398,1494,4231,642,1449,1588,640,1571,1268,3563,998,3886,2884,762,5323,8790,2793,4314,2351,282,1758
CNBD_00106,765,1676,1854,234,3232,5928,3612,895,5374,3000,2604,1687,4352,693,1619,1766,593,1683,1264,4620,1741,4767,4356,920,3826,8412,4831,4874,3637,322,2028
CNBD_00108,731,1610,2032,316,2843,5075,3484,948,5031,3276,3111,1622,4136,591,1789,1290,696,1441,1673,4687,1162,4317,3931,838,4566,8227,4447,4467,3823,285,1868
CNBD_00110,1002,2285,2166,330,2955,5923,4356,1108,5102,3269,3515,1729,5082,761,1658,1726,630,1347,1682,4986,1533,4708,4576,977,4505,9958,4284,5135,4086,339,2240
CNBD_00111,1070,2144,1590,266,2551,5115,3558,895,4586,3018,2731,1712,4208,587,1346,1443,674,1729,1171,4463,1522,4818,3680,744,4345,8309,4040,4987,3129,346,2115
CNBD_00113,584,2679,2111,415,3456,4689,4264,821,5567,3370,2781,1616,4332,708,1496,1507,696,1468,1440,5081,1356,5138,3919,825,3417,10021,3525,5070,3150,333,2160
CNBD_00114,731,2112,2168,404,3133,5426,4236,895,6046,3249,3270,1830,4306,655,1511,1526,655,1689,1556,4119,1141,5413,3840,816,4557,9189,4896,4635,3281,321,1944
CNBD_00115,585,2339,1939,292,2776,4956,3446,1119,4507,3146,2998,1636,4092,722,1491,1434,731,1365,1353,5081,1258,5003,4704,780,4480,9063,4759,4880,3752,329,2025
CNBD_00116,632,2391,1780,110,2913,5374,3110,839,5957,2648,2336,1400,4032,870,1639,1442,521,1398,1138,5290,1207,5074,4148,588,3811,9147,5600,4930,3964,389,2092
CNBD_00117,643,2371,1922,308,2586,4861,4100,940,4260,2735,2829,1496,3949,594,1390,1525,506,1203,1509,4665,968,4973,4212,623,2963,8111,4893,4337,3454,363,1804
CNBD_00118,868,2177,1624,355,2996,4426,3676,752,4708,3102,2442,1548,3609,639,1772,1435,844,1155,1030,6377,1211,5365,3332,736,3224,7956,3851,4286,3634,318,1795
CNBD_00121,1138,2263,2604,366,3707,7533,4555,984,5968,3625,3567,1788,5634,695,2466,1707,999,2209,1822,4674,1408,6042,5482,1192,5249,11523,6149,5833,4073,343,2506
CNBD_00124,895,2369,2107,501,3184,6586,3922,1002,5561,3410,2932,1767,4722,670,1575,1668,781,1295,1340,4842,1448,5447,4327,966,4412,9011,4538,5260,3654,378,2339
CNBD_00126,650,1744,2035,327,2528,4962,3266,821,4886,3112,2952,1412,3878,584,1182,1381,723,1354,1465,4494,1096,4105,3995,706,3966,7405,4719,4173,3112,276,1930
CNBD_00128,809,1490,1834,428,2658,5450,4362,988,5362,3025,3060,1748,4123,680,1414,1515,724,1465,1635,4436,1350,4673,3791,846,3759,8802,4378,4689,3459,351,2129
CNBD_00130,543,2024,2240,411,3388,5355,3903,989,4957,3131,2960,1705,4193,681,1502,1587,862,1644,1272,4676,1018,4583,4395,695,4530,8177,4431,4600,3993,10,355
CNBD_00141,802,2997,2010,312,1982,6702,2830,1052,5145,3908,3586,1788,4529,618,1947,1562,892,1638,1794,5099,1724,6170,4299,747,5376,11281,5123,5304,4201,409,2342
CNBD_00142,755,1914,1827,358,2488,5100,3264,764,4516,2875,3090,1303,4387,715,1810,1340,630,1362,1756,4835,1318,4966,3567,823,3959,9080,4201,4967,3603,342,1923
CNBD_00144,761,1816,2195,397,2763,6360,3438,1052,5727,2871,3345,1546,3858,629,1773,1477,661,1450,1868,4802,1303,4987,3863,832,4304,9075,4661,4227,3295,285,1831
CNBD_00145,914,2023,2248,303,2836,6095,3725,855,5863,3434,2928,1599,4635,752,1685,1559,666,1896,1448,4018,1166,4170,4559,1040,4339,8437,3932,5567,3175,317,2013
CNBD_00146,859,2867,1843,507,2638,5488,4273,845,5041,3155,2957,1556,4418,625,1760,1554,642,1667,1178,4729,1240,5703,3633,938,4309,9802,5244,5042,4062,362,2115
CNBD_00148,640,1897,2002,285,2084,5096,3260,996,3956,2468,3209,1222,3886,692,1599,1374,812,1523,1471,3631,1045,4266,4464,588,3693,8276,4514,4309,2806,298,1725
CNBD_00149,703,1899,2400,360,2748,5695,3959,1294,6584,3024,4246,1688,4967,628,1637,1439,663,1555,2204,5060,1280,5444,4573,1051,3746,9422,4500,4722,3019,319,1963
CNBD_00150,741,2006,1862,311,2278,6694,3846,720,4951,3458,2742,1896,4702,639,1882,1549,677,1581,1289,4429,997,4246,3589,602,4578,9386,4632,4590,3293,312,1795
CNBD_00151,871,2249,1945,268,2378,5711,3851,994,4416,2974,3175,1767,4735,675,1719,1385,674,1636,1527,4820,1354,4686,4295,867,4149,9058,3747,4884,3068,336,1960
CNBD_00152,959,2445,1864,318,2702,5555,4119,1098,4996,2944,3173,1624,4899,618,1688,1838,753,1703,1428,4883,1498,4812,4108,956,4237,9928,4156,5819,4053,356,2209
CNBD_00153,833,1873,2068,302,2658,5796,3865,829,5470,3095,3268,1704,4476,604,1596,1245,713,1741,1714,4068,1271,4018,4025,703,4810,9335,4804,4854,2761,318,1933
CNBD_00154,660,2383,1986,368,2584,4928,4081,829,4919,2990,3336,1784,4226,718,1830,1657,543,1830,1777,4500,1246,4555,4007,591,3740,10041,4761,4573,3909,346,2110
CNBD_00155,808,2122,1919,346,2308,4185,3846,973,4292,2828,2881,1519,3776,570,1959,1452,617,1313,1707,4379,1322,5252,3891,837,4309,8049,3830,4596,3926,375,1863
CNBD_00156,523,2911,2049,381,2287,6434,4272,1017,5383,3372,3304,1731,5036,553,1786,1835,802,1756,1832,4745,1277,5307,3969,724,4720,10362,4041,5037,3094,341,2192
CNBD_00157,773,2142,1697,340,2818,5308,4087,1206,4658,3383,2815,1891,5331,621,1439,1989,717,2079,1166,4294,1280,4384,4121,910,4117,8237,4585,5275,3497,365,2244
CNBD_00160,559,1460,1617,277,2127,4380,3281,728,3990,2183,2510,1208,3563,616,1328,1187,591,1291,1324,3855,951,3787,3407,522,4730,7220,3002,3989,2677,291,1489
CNBD_00162,968,2694,2668,395,2736,5394,4455,1136,6148,3147,3187,1858,5004,607,1587,2041,709,1348,1970,5487,1361,5327,4321,874,4846,9770,4473,5356,4106,390,2108
CNBD_00163,858,2453,2484,433,2527,5002,3460,1096,6091,3166,3450,1794,4116,581,1708,1257,656,1523,1843,4686,1332,4900,3451,699,4800,8851,3422,5146,3253,369,2029
CNBD_00165,662,2261,1965,402,2672,5898,4149,993,5073,3197,3047,1534,4555,688,1703,1898,720,1809,1658,4508,1277,4506,3957,966,5290,9795,4644,5093,3680,362,2310
CNBD_00166,984,1955,1925,406,2432,6526,3819,991,4499,2942,3018,1642,4126,580,1471,1567,864,1713,1458,4590,1066,4788,4272,850,3680,8539,4509,4657,3319,305,2052
CNBD_00167,1097,2683,2023,262,2818,6644,3277,1141,5791,3096,3576,1865,4890,665,1352,1947,673,1890,1878,4737,1543,5300,4881,942,3735,8773,4563,4985,2969,353,2260
CNBD_00168,705,1991,1834,383,2565,4944,4033,1040,4388,2999,2968,2056,4216,597,1800,1608,867,1584,1248,4443,1444,4732,4393,570,4296,9747,4766,4169,3320,326,2250
CNBD_00169,914,2144,1650,294,2838,5097,2934,853,4576,2307,2178,1489,3836,606,1516,1358,596,1261,1034,3920,1171,4420,3944,796,4224,8907,4238,4462,2882,273,1813
CNBD_00170,877,2313,2277,336,2679,5699,3562,1225,4758,3287,3472,1773,3923,707,1726,1767,909,1839,1895,4017,1484,5449,4516,673,4564,10070,4472,4795,3052,311,2259
CNBD_00171,577,1903,1652,182,2197,5375,2980,1035,4638,3099,2633,1571,3954,649,1246,1229,624,993,1312,3857,1100,4466,3839,722,4378,8342,4551,4845,3232,322,1977
CNBD_00172,733,2346,1984,295,3380,5872,3636,943,4795,2990,2553,1672,4473,634,1833,1630,622,1695,957,4577,1535,4867,4489,753,5184,10367,4871,5349,4122,418,2339
CNBD_00174,726,2490,1611,308,2274,5443,2871,758,4104,2148,2944,1394,3388,743,1668,1617,595,1182,1238,3976,1080,4491,4300,774,3147,8549,5035,4638,3598,307,1808
CNBD_00176,780,1961,1778,246,2294,5522,2869,841,4618,2635,2914,1493,4238,582,1520,1666,563,1334,1205,4754,1380,4857,3752,749,4363,8023,3936,5201,3274,343,1878
CNBD_00177,587,2171,1769,242,2412,5649,3866,724,3760,3010,2248,1682,4367,595,1787,1311,823,1214,1149,5145,1126,4581,3782,1013,4065,9254,4381,4648,4119,324,2090
CNBD_00180,685,2060,1721,262,2462,5290,3039,884,4167,2425,2908,1468,4104,667,1607,1226,473,1152,1281,3888,1302,4670,3597,589,3426,8466,3479,4537,2717,325,1732
CNBD_00181,851,2139,1762,294,2566,5387,2643,660,4158,2151,3115,1373,3569,644,1504,1406,566,1302,1300,3779,1246,4400,3530,742,3237,8233,3942,4785,3070,294,1959
CNBD_00183,750,1929,1784,447,2605,4911,3257,961,3497,2204,2408,1393,4008,778,1401,1327,605,1145,1073,4453,1193,4313,4198,807,3439,8576,4218,4658,3785,327,1858
CNBD_00185,542,2221,1727,303,2564,4844,3184,879,4045,2279,2350,1383,3721,680,1760,1355,541,1363,1011,4647,1035,4483,3854,827,3984,8265,4227,4129,2813,305,1860
CNBD_00186,885,2972,1923,310,3465,6743,3796,1008,5602,3058,3360,1627,4756,713,2115,1799,782,1703,1378,5251,1404,5701,4072,1188,4352,9743,3909,5360,3547,362,2307
CNBD_00187,683,2326,1896,292,2706,4626,3511,842,4567,2344,2531,1440,3751,510,1393,1532,630,1303,1070,4264,1074,4891,3764,563,3504,7324,3897,4246,2791,309,1836
CNBD_00189,735,2573,2124,304,2572,4910,3039,1182,5585,2861,3394,1662,3664,570,1633,1920,779,1599,1819,4551,1344,5283,4453,635,3848,8429,3914,4570,3022,343,1888
CNBD_00190,884,2178,1644,300,2870,5708,3668,959,4643,2821,3192,1585,4926,696,1571,1534,781,1616,1342,4625,1530,4518,4067,768,4990,9516,4298,5157,4313,342,2174
CNBD_00191,756,2343,2028,291,2553,6319,3982,1073,4571,3187,2944,1617,4752,637,1559,1475,698,1092,1532,4786,1167,5157,5018,794,4352,9483,5136,5282,3640,401,1976
CNBD_00192,839,1942,1950,239,2497,6240,3495,953,4756,3106,2578,1797,4429,645,1567,1509,757,1644,1495,4241,1201,4107,4528,804,5239,9124,4852,4570,3935,278,1922
CNBD_00193,1227,2384,2366,373,3401,7183,3972,1082,6088,3667,3995,2008,5125,727,1811,1571,871,1847,1783,5101,1483,4935,5593,1181,5627,9868,6593,5764,4029,9,456
CNBD_00194,867,2070,2092,331,3035,5413,3174,1023,4871,2702,2790,1607,4173,656,1591,1804,746,1718,1036,4717,1540,4365,4598,819,4215,9048,3908,5435,3753,3,480
CNBD_00196,1114,3442,2011,431,3121,6813,4376,1228,5360,3565,3855,2117,5622,792,2285,1882,866,1616,1701,6054,1739,6539,5099,1110,5620,12141,5649,6219,4609,414,2513
CNBD_00197,725,2111,1793,271,2809,5216,3118,902,4743,2715,2902,1609,4275,603,1594,1470,606,1612,1287,4421,1361,4510,4109,712,4790,9037,4100,4494,3723,337,2181
CNBD_00198,609,1691,2034,275,3235,4695,2972,584,5340,3092,2482,1503,4061,797,1739,1363,834,1524,1517,5583,924,4321,3947,847,4251,8281,3803,5503,4126,413,2524
CNBD_00199,558,2147,1189,547,2433,4786,3929,618,4959,2803,1825,1552,4305,670,1494,1384,668,1797,857,4661,1009,4973,3520,640,4787,9282,3530,4216,4284,552,1946
CNBD_00200,340,1763,909,401,2503,3852,2970,420,3327,2317,1536,1153,3030,778,986,1411,512,1357,614,3143,526,3480,2420,400,3508,6655,2866,3913,2923,290,1735
CNBD_00201,616,2268,1519,278,2403,4628,3089,726,5058,2828,1972,1334,3808,583,1316,2213,689,1804,1070,3395,851,4515,3516,663,3912,8385,3951,4347,3714,390,2452
CNBD_00202,642,2028,1092,370,2108,3912,3454,705,4404,2914,2065,1620,4119,568,1302,1330,613,1481,829,3460,815,3994,3000,1119,3831,7932,3479,4397,4076,183,1929
CNBD_00203,101,1344,1505,757,1345,2953,1951,2303,2435,940,1195,2052,1005,1150,707,365,748,907,2771,167,2573,2235,479,2561,7118,3611,2722,2347,110,1130,1929
CNBD_00204,675,2130,1037,272,2170,5550,2783,463,5239,2788,1738,1617,4268,601,1784,2008,668,1728,998,3771,1117,4661,2695,797,4244,10404,4033,4765,4345,211,2324
CNBD_00206,62,1507,1143,805,1762,3482,2165,28,3034,1925,1007,1021,1924,934,1138,734,407,852,631,2647,249,2652,1971,490,2584,6434,3237,1887,1626,142,1068
CNBD_00207,106,1611,777,852,2250,2943,2403,55,3458,2142,1157,1058,1638,489,1282,771,377,699,659,2827,188,2928,1563,237,2719,6331,3847,1967,1740,71,1191
CNBD_00208,157,1788,988,747,2263,3831,2952,547,3844,2394,1422,1338,2721,807,1105,1250,446,1232,530,3419,503,3645,2850,294,3184,7545,3421,3371,3252,251,1608
CNBD_00209,779,2636,1899,238,2427,5463,3065,884,5445,2942,2440,1408,4236,587,1542,1811,650,1915,1280,4534,1072,5561,4324,824,4552,9760,4229,5052,3737,432,1923
CNBD_00210,764,2150,1638,317,2075,4849,2806,952,4394,2324,3027,1296,3780,642,1611,1586,607,1318,1468,4232,1157,4902,4050,774,3302,7622,4713,4359,3145,345,1873
CNBD_00212,750,2523,1965,320,2429,5336,2482,943,5873,2970,3051,1348,3612,682,1298,1407,606,1339,1793,4488,1295,4443,3562,760,3921,8090,3684,4485,3478,323,2174
CNBD_00213,176,1746,560,612,1639,4783,2087,18,4116,2044,1211,979,2421,463,872,874,370,858,629,2144,107,2547,1486,267,3511,6416,2434,2000,1849,69,1167
CNBD_00220,207,1202,1140,973,1392,2136,1368,2293,1751,1071,1106,1263,1634,984,595,321,594,568,2365,73,2093,1580,429,2289,5294,2983,1770,1443,91,775,2861
CNBD_00221,457,1892,1762,239,2002,3488,3292,426,4529,2276,1248,1314,3618,498,1195,1532,582,1278,628,3827,428,3479,3490,564,3169,6656,3595,3850,2965,294,2024
CNBD_00222,543,1486,1464,239,1955,3651,2212,458,3039,2234,1794,1070,3188,539,1297,1104,587,1035,987,3237,627,3518,3202,638,3210,6646,3353,3963,2495,305,1581
CNBD_00223,1001,2470,1654,384,2953,6297,3281,709,4661,2698,2564,1458,4676,679,1426,1742,609,1313,1138,4922,1100,5134,4156,956,4286,10394,4040,5420,3787,410,2082
CNBD_00225,434,1397,1443,656,1735,3130,3255,181,4403,3040,2098,1303,3102,961,1716,927,455,890,1243,3558,889,3364,3523,448,2651,7305,4323,4331,2112,139,2208
CNBD_00226,463,1907,1914,202,2184,3755,1917,753,3925,2445,3042,1181,3051,814,1638,1383,692,1211,1400,4431,821,5208,3896,534,3260,6412,4185,4375,3149,424,1753
