subject_ID,caudalanteriorcingulate,caudalmiddlefrontal,cuneus,entorhinal,fusiform,inferiorparietal,inferiortemporal,isthmuscingulate,lateraloccipital,lateralorbitofrontal,lingual,medialorbitofrontal,middletemporal,parahippocampal,paracentral,parsopercularis,parsorbitalis,parstriangularis,pericalcarine,postcentral,posteriorcingulate,precentral,precuneus,rostralanteriorcingulate,rostralmiddlefrontal,superiorfrontal,superiorparietal,superiortemporal,supramarginal,transversetemporal,insula
CNBD_00073,834,2287,1888,408,2812,4418,3254,965,5109,2707,2901,1448,4265,702,1451,1304,532,1215,1272,4707,1163,5305,3058,986,3452,6737,4548,5053,2863,427,1769
CNBD_00074,1071,2358,2081,311,2457,5314,3626,984,5531,2898,3132,1441,4175,581,1468,1596,599,1667,1586,4761,1284,5134,3448,905,3878,6896,4892,4461,3437,379,1740
CNBD_00075,1164,2217,1923,361,3181,4526,3265,1032,5269,2885,3021,1575,4406,672,1384,2060,637,2024,1241,4577,1312,4856,3358,956,3874,7571,3671,5181,3118,472,1931
CNBD_00076,1023,1957,2226,314,2889,5083,4067,766,5111,2842,2668,1630,4524,743,1596,1057,567,1124,1165,4833,1114,4972,3974,1275,3861,7933,4175,4725,3744,415,1664
CNBD_00077,1019,2307,1867,310,2423,4978,3232,1222,4873,2934,2852,1676,4003,575,1403,1484,713,1708,1442,4334,1304,4714,4166,1122,4133,8320,5634,4957,3497,349,1788
CNBD_00080,1287,3148,2229,259,2807,5807,4118,1211,4712,3330,3031,1575,5463,767,1828,1430,853,1603,1395,6095,1284,5918,5012,1252,4509,8181,5623,5648,4025,520,2051
CNBD_00081,1200,2187,2588,325,2437,4138,2771,1111,4720,3051,3091,1517,3822,672,1160,1324,720,1725,1595,5227,1161,4880,3235,1166,4346,8139,4212,6146,5556,455,2033
CNBD_00082,1289,3146,1904,451,2873,5287,4528,1154,5399,3450,3236,2172,4745,696,1893,1700,748,1902,1101,5832,1748,6374,4937,1493,4891,8994,5087,6824,5090,631,2057
CNBD_00083,1087,2074,2060,462,2979,4855,3838,1126,5248,2590,3037,1665,3983,700,1494,1663,616,1781,1323,5122,1197,4439,3866,1018,4819,7462,4448,5554,4650,370,1698
CNBD_00084,931,2362,2192,364,2943,5162,3143,912,5671,3057,3460,1578,4251,745,1671,1728,715,1805,1660,4659,1242,5083,3655,1095,4055,8397,4214,5649,4061,612,2076
CNBD_00085,1275,2184,2308,365,3242,4753,4522,974,5484,3277,2805,1772,4772,705,1588,1580,765,1698,1279,4829,1420,5306,3867,1175,4187,8859,3885,5215,4052,448,2044
CNBD_00086,1048,2590,2234,389,3051,5140,4686,1390,5187,3134,2962,1721,5172,684,1511,1655,817,1996,1470,4940,1646,5091,4241,1317,4224,9773,4607,5649,3779,624,2379
CNBD_00087,1110,2796,1796,470,3034,5340,4717,976,5609,2966,3054,1924,4659,701,1686,1534,658,1564,1243,4568,1178,5100,3917,1557,4569,8151,4554,5177,3706,473,1994
CNBD_00091,978,2153,2061,356,2903,4797,3282,902,5342,3411,2731,1745,4974,617,1499,2022,725,2141,1122,5035,1442,4455,4006,1205,4364,7771,4382,7116,3507,526,1887
CNBD_00092,1428,2954,1797,402,2527,5588,3449,1017,4192,3257,2886,1794,3954,742,1456,1292,609,1421,1150,5087,1834,5247,3676,1287,4485,6823,4946,4419,3760,350,1556
CNBD_00093,929,2110,2177,317,2507,4378,3383,1053,4644,2932,3396,1663,3929,659,1483,1440,629,1649,1520,4334,1206,4211,3341,971,3966,7364,4412,4383,3521,402,1970
CNBD_00095,935,1817,1672,336,2836,4016,3227,1063,5149,2414,2899,1426,3953,735,1702,1601,685,1731,1237,4855,1053,5322,3802,967,3393,7031,4049,5216,3681,499,1813
CNBD_00096,911,2205,1805,335,2640,4737,3996,789,4687,2730,2574,1635,4296,688,1517,1313,535,1247,1157,4754,1066,4903,3165,1068,3504,6846,4155,4879,3894,375,1744
CNBD_00097,854,2144,2192,431,2717,5006,3866,852,4678,3037,2471,1521,4205,624,1348,1207,647,1436,1229,4457,1006,4229,3162,996,3769,6858,4168,4279,3374,352,1715
CNBD_00098,1140,2793,2110,510,2981,4935,4141,1054,5566,3699,3154,1987,4724,724,1710,1531,653,1772,1284,4866,1392,5685,4290,1165,5170,8813,5627,6079,4997,548,1777
CNBD_00099,858,1979,1840,470,2723,4744,3630,1065,4825,3434,2471,1710,4857,618,1411,1250,688,1807,985,4510,1081,4472,3698,1230,4670,7290,4451,5217,3440,415,1843
CNBD_00100,1209,2469,2397,443,2950,4190,4122,1308,5288,3282,3320,1929,3946,695,1626,1605,738,1900,1542,5573,1487,6298,4355,1169,4248,9033,5860,6078,4268,465,2241
CNBD_00101,1135,2024,2914,377,2617,4676,4163,1022,5596,3324,3430,1823,4741,664,1714,1830,716,1875,1929,4992,1468,5093,4046,1408,4923,8796,4160,6049,4256,492,2046
CNBD_00102,899,2122,2085,383,2661,4029,3467,972,5148,2910,3310,1720,3770,659,1804,1284,600,1668,1481,4431,1199,4540,3548,1253,3534,7882,4023,4598,2779,443,1853
CNBD_00103,1166,2685,3045,405,3172,5594,4031,1124,6335,3473,3294,1854,4979,722,1838,1611,793,1749,1509,6183,1436,5627,3910,1267,5101,9260,4423,5155,3432,406,1909
CNBD_00104,911,2307,1887,455,2740,4697,3476,954,4969,2485,2456,1463,3852,752,1158,2100,542,1492,1190,3386,1172,4252,3314,1086,5549,7350,3003,4774,2312,424,1700
CNBD_00106,897,2235,1917,311,2919,4855,3706,939,5517,3128,2514,1752,4649,786,1760,1667,603,1863,1071,4691,1384,4850,4056,1094,3587,7565,5148,5458,3475,511,1944
CNBD_00108,976,2596,1909,348,2460,5404,3501,1003,4783,2865,2962,1686,4446,535,1785,1197,553,1168,1566,5026,1470,5057,3870,1060,4237,6671,3976,4910,3433,356,1763
CNBD_00110,1337,2894,2227,352,2959,5148,4148,1141,5124,3392,3323,1837,5085,774,1468,1646,683,1711,1497,5384,1661,5306,4791,1520,4846,8206,4901,5699,4226,564,2090
CNBD_00111,1203,2251,1755,461,2489,3836,3297,885,4651,3169,2815,1860,4484,681,1394,1371,651,1746,1074,4704,1434,4525,3528,1253,4085,8015,4041,5332,3503,435,1975
CNBD_00113,1032,2828,1904,385,3437,5034,3885,969,4869,3603,2809,1882,4268,856,1583,1626,657,1829,1100,5127,1396,4776,4082,1138,3890,8252,4274,5079,3551,456,2146
CNBD_00114,935,2814,2294,351,3045,4634,3530,1150,5800,2790,3581,1789,3855,621,1622,1492,688,1784,1656,4572,1270,5655,3743,1176,4750,7816,4436,4648,3789,458,1752
CNBD_00115,1048,2625,1642,285,2766,4996,3392,975,4633,3115,2511,1904,4243,730,1732,1395,645,1551,1134,5253,1312,5199,4259,1097,4320,7437,5696,5011,3748,404,1980
CNBD_00116,886,2520,1542,272,2561,4314,3033,911,5046,2658,2909,1644,4141,693,1850,1295,558,1391,1145,4947,1329,5262,3815,968,4188,7447,5277,5335,3787,559,1853
CNBD_00117,892,2531,1894,325,2889,3864,3801,1039,4739,2524,2904,1513,4243,642,1509,1262,587,1269,1388,4860,1264,4916,3349,1053,3129,7403,4237,4977,3365,485,1698
CNBD_00118,721,2186,1814,353,2855,4201,3535,946,4333,3354,2375,1576,3749,811,1333,1366,722,1586,916,4911,935,4586,3728,903,3574,7238,5580,4745,4380,396,1803
CNBD_00121,1320,2612,2580,298,3127,5824,4031,1262,6478,3619,3556,1906,5728,812,1765,1896,889,2478,1563,5938,1713,6295,5219,1218,4715,10359,5724,7021,5150,574,2311
CNBD_00124,956,2833,2183,482,3314,5942,4120,967,6130,3249,3445,1829,4778,669,1740,1530,714,1372,1254,4989,1279,4859,4008,1289,4172,8766,3942,6002,3895,573,2242
CNBD_00126,847,2344,1835,324,2965,4481,2933,819,4924,2941,2636,1464,3648,636,1445,1208,565,1423,1348,4184,1001,4337,3773,813,3659,6563,4862,4372,3340,372,1730
CNBD_00128,944,1615,1966,429,2808,4401,3612,842,4483,3222,3535,1726,4193,647,1455,1454,731,1685,1559,5526,1263,4940,3700,1075,4270,7409,4434,5612,4534,605,2058
CNBD_00130,1089,2504,1884,326,2657,4589,4013,1091,4433,3005,2855,1632,5391,724,1513,1417,754,1290,1074,4628,1441,4505,3784,1127,4087,7423,4605,5148,4182,483,2075
CNBD_00141,1666,2698,1882,389,2518,5394,3396,972,4972,3828,2916,1762,4861,737,1944,1452,784,1387,1238,5332,1394,5727,4175,1533,5687,10230,5123,5930,4454,488,2222
CNBD_00142,869,1974,1778,303,2126,2896,2474,724,3795,2949,2660,1343,3126,716,1493,2055,645,1627,1002,4465,987,4239,3319,868,3917,7222,3693,6151,3917,561,2395
CNBD_00144,1241,2749,2587,396,2894,4591,3802,1146,6522,2740,3420,1672,4091,674,1376,1639,716,1696,1522,4868,1424,4882,3484,1211,4121,7484,4732,4746,3986,413,1796
CNBD_00145,1048,1888,2420,387,3080,4600,3694,981,6165,3040,2989,1680,4404,803,1532,1679,715,1902,1252,4393,1220,4588,3947,964,3763,8657,3749,5928,3544,457,2014
CNBD_00146,943,2691,2049,594,2709,4950,3837,1119,4732,3063,3140,1766,4354,706,1567,1814,688,1725,1303,5489,1225,5477,3893,1036,4666,8215,5388,5544,3882,511,1998
CNBD_00148,863,2347,1702,408,2031,3060,2339,925,4178,2262,3061,1452,3221,643,1169,1286,653,1435,1304,4297,1054,4643,3473,928,3519,6770,4279,4232,3117,389,1923
CNBD_00149,941,2755,2420,353,2832,5227,3720,1450,5926,3248,3961,1972,4952,633,1472,1465,674,1183,2086,5094,1144,5433,4685,976,4223,7223,4799,4874,3791,358,1793
CNBD_00150,990,1990,1962,373,2502,4925,3521,1081,4122,3399,2854,1653,4479,689,1523,1374,719,1913,1415,4501,1200,4867,3721,1085,4000,7591,4995,4955,4389,475,1699
CNBD_00151,1316,2108,2347,335,2674,4917,3577,1005,4821,2993,3017,1700,4424,722,1967,1651,713,1816,1347,4277,1234,4779,3953,1098,3804,8230,4093,4644,3477,393,1884
CNBD_00152,1155,2714,2014,429,2622,5294,4273,1059,5360,3054,3192,1904,5178,730,1747,1261,686,1411,1417,4565,1250,4682,3628,1372,4056,7771,4392,6181,3737,400,2089
CNBD_00153,929,2046,2220,476,2926,4056,3786,861,5621,3254,2941,1803,4642,690,1628,1213,705,1580,1523,4831,1325,4602,3580,881,5080,8136,4960,5382,2853,439,1762
CNBD_00154,1239,2234,1997,400,2859,4518,3987,970,5319,2941,3301,1642,4133,706,1731,1476,794,1998,1748,5261,1442,4738,3786,1371,4530,8136,4436,5482,4294,459,1997
CNBD_00155,1083,2548,2115,422,2131,3606,3787,999,3889,3052,2598,1735,3662,640,1935,1146,591,1051,1551,4882,1272,5052,3520,1116,3810,7976,3984,4815,3798,435,1808
CNBD_00156,1107,2886,2050,401,2961,4667,4100,1115,5442,3501,3227,2018,4853,643,1686,1317,706,1874,1471,5288,1372,5383,3256,1355,5385,8832,3434,5410,3758,446,2065
CNBD_00157,1025,1968,1537,417,2900,4262,4407,1280,4333,3307,2975,2214,4926,772,1530,1779,746,2051,1103,4696,1397,4802,3851,1395,4067,7243,4405,5661,3957,456,2115
CNBD_00160,643,1770,1809,295,2435,3458,3174,749,3712,2187,2443,1421,3853,682,1275,1037,545,1280,1116,3863,1009,3918,2870,730,4033,6624,3299,4423,3020,382,1408
CNBD_00162,967,2405,3050,360,3169,4712,4012,1030,6281,3369,2997,1970,4749,596,1820,1658,685,1377,1654,5026,1074,5624,4015,1463,4242,9407,5328,5318,3862,501,2021
CNBD_00163,1065,2210,2552,505,2970,4824,3336,1121,5750,3093,3683,2101,3779,632,1637,1221,607,1563,1718,4947,1360,5153,3145,1259,4114,8147,3832,5320,3044,410,1942
CNBD_00165,1132,2373,2042,351,3339,5821,4188,1000,4891,3503,2638,2121,4795,805,1399,1152,804,1846,1294,5198,1330,5107,3668,1436,4679,9224,4542,5589,4692,491,2242
CNBD_00166,872,2191,1856,338,2840,6249,3907,1242,5031,3019,2818,1832,4347,571,1486,1613,759,1826,1210,4742,1291,4410,3957,1012,3731,8148,4519,4754,3377,448,2037
CNBD_00167,1131,3117,2468,289,2588,4951,3213,1150,4854,2923,3656,1721,4541,668,1541,1517,693,1828,1527,5983,1687,5190,4307,1257,4216,7816,4222,5917,4117,520,2109
CNBD_00168,1074,2120,1888,293,2623,4711,3724,1140,4720,2537,2628,1542,4270,618,1649,1853,652,1787,1092,4616,1410,4704,4010,1235,4586,8228,4619,4796,3613,446,2106
CNBD_00169,1005,1936,1810,308,2454,4501,2919,910,4721,2214,2108,1605,3754,564,1642,1756,563,1568,982,4236,1153,4353,3276,1304,4406,8857,4051,4982,3068,462,1647
CNBD_00170,1344,2579,2374,397,3098,5761,3073,1175,5547,3134,2995,1906,3806,698,1529,1488,806,1939,1410,4861,1455,5610,4530,1420,4431,8874,5133,5215,3191,612,2209
CNBD_00171,950,2041,1494,319,2155,5026,3273,1056,3925,2642,2166,1504,3614,660,1409,1110,575,1253,964,4290,1200,4397,4002,1130,3748,8833,4777,5442,3722,463,2096
CNBD_00172,1092,2221,2143,323,3043,4845,3488,967,4730,2756,2821,1829,4639,680,1762,2005,718,1853,779,4500,1456,4765,4243,1263,4957,8933,5106,6278,4686,509,2291
CNBD_00174,1027,2361,1863,396,2629,4764,3252,1034,4415,2036,2172,1424,3488,775,1503,1816,496,1424,998,4743,1361,5210,3831,794,3214,7410,4343,4698,3902,523,1818
CNBD_00176,1077,2556,1519,314,2482,4736,2839,822,5072,2330,3064,1486,3906,691,1614,1599,609,1648,1097,5148,1309,5408,3498,1009,3716,7338,3483,5327,3995,443,1860
CNBD_00177,1091,2895,1552,376,3023,5380,3389,906,4603,2907,2559,1801,4377,728,1606,1365,647,1258,1053,4652,1213,4878,3587,1256,3915,7616,4719,4769,3337,398,2101
CNBD_00180,1044,2479,1924,292,2770,3916,2844,794,4867,2264,2792,1498,4030,627,1714,1128,483,1136,1239,4351,1167,4730,3113,1130,3434,7044,3273,4907,3070,465,1679
CNBD_00181,947,2496,1835,298,2719,4239,2903,716,3977,2272,3139,1415,3676,651,1638,1412,579,1384,1273,4111,1198,4652,3258,914,3064,7208,3828,5147,3315,410,1780
CNBD_00183,943,2190,1684,434,2816,4326,2877,968,4064,2232,2748,1476,3579,718,1520,1185,562,1283,1060,4628,1166,4248,3463,1117,3909,7746,4112,4883,4141,408,1792
CNBD_00185,1011,2420,1692,309,2829,4522,2833,1011,4289,2173,2150,1445,3414,652,1508,1247,549,1425,764,4717,1363,4716,3524,969,3821,7067,4268,4400,2686,466,1687
CNBD_00186,1431,2958,1969,329,2988,5409,4285,1154,6045,2920,3646,1693,5045,746,2025,1505,706,1634,1237,4957,1611,5460,3846,1489,4312,9373,4499,5371,3493,452,2334
CNBD_00187,982,2476,1816,338,2456,4414,3069,1059,4187,2279,2452,1400,3811,494,1324,1350,553,1255,989,4432,1059,4661,3751,824,3737,6732,4340,5386,3217,463,1753
CNBD_00189,958,2567,2304,322,2757,4459,3517,1193,5099,2283,3394,1613,3642,614,1438,1837,621,1702,1691,4719,1210,5375,4098,1007,4159,7739,4204,5321,3226,497,1930
CNBD_00190,985,2333,1873,331,3160,5083,4394,1174,4488,2630,3048,1642,5160,757,1732,1629,710,1696,1130,4809,1385,5026,3726,1119,4431,8414,4254,5301,4455,441,2030
CNBD_00191,1045,2257,2043,557,3015,5514,3940,1061,4922,3186,3086,1638,4303,682,1794,1548,705,1581,1190,5459,1356,4969,4056,1176,4125,8355,5158,5625,3956,459,2054
CNBD_00192,1309,2275,1699,302,2630,5382,3508,921,4909,2706,2675,1710,4692,730,1771,1529,706,1840,1093,4379,1288,4327,4019,1331,4714,8030,4922,4863,3174,361,1772
CNBD_00193,1294,2666,2371,393,3776,5645,4233,1271,6311,3311,3424,2083,5306,707,1518,1825,704,1814,1514,5679,1407,5262,5191,1400,4949,9015,6390,6620,5034,604,2327
CNBD_00194,1255,2594,1762,280,2999,4429,3429,1076,4619,2982,3053,1690,4955,825,1743,1508,649,1405,1020,4899,1387,4765,3769,1146,3967,8251,4064,6150,4266,493,1928
CNBD_00196,1625,3288,2158,524,3035,6057,3856,1036,5357,3540,3643,2140,4931,893,2181,1799,787,1984,1557,6416,1979,6637,4667,1481,5121,10867,5251,6684,5609,568,2394
CNBD_00197,994,2302,1606,278,2664,4754,3299,1045,5132,2609,3110,1508,4380,634,1494,1780,791,2160,1218,4481,1247,4679,3980,808,4398,8402,4224,4813,3130,388,2031
CNBD_00198,954,2235,1595,303,3814,4191,3129,916,5478,3324,2840,1687,4408,664,1811,1642,804,2032,1204,4614,1106,4775,3814,1204,3519,6618,4705,6121,4812,413,2113
CNBD_00199,1294,2470,1504,458,2311,4508,3281,688,5133,2938,1768,1513,4324,566,1470,1424,632,1724,720,3904,1016,4815,3318,914,4504,8290,3705,4685,4070,283,2070
CNBD_00200,620,1993,1018,325,2110,3961,2579,407,3441,2571,1752,1364,3650,680,1080,1295,529,1165,984,3146,434,3275,2351,968,3208,6518,3268,4201,2776,341,1582
CNBD_00201,960,1983,1445,347,2036,4503,3059,392,5063,2902,1873,1401,4183,590,1221,1519,380,1533,832,3581,848,4887,3421,1237,3640,5939,3177,4397,4104,361,2018
CNBD_00202,884,2240,1212,287,2241,3767,3867,488,4544,2579,1608,1690,4111,614,1355,1221,536,1507,583,3817,933,4646,3241,937,3282,6752,3854,4636,4208,303,1526
CNBD_00203,402,1623,839,547,1887,2276,1926,2,3618,2259,1656,1397,1798,772,1285,748,400,922,574,2516,248,2673,1851,675,2720,6019,3022,2386,1790,151,983
CNBD_00204,1254,2680,2037,403,2574,3870,2537,378,5211,2957,2318,1573,3845,526,1471,1711,762,1897,1043,4275,789,5246,2942,1244,3962,8399,3460,5391,4422,351,2145
CNBD_00206,721,1085,1383,637,1346,2717,1569,2480,1864,1167,979,1813,2152,1176,609,276,725,682,2815,266,2296,1796,916,2150,5401,3681,3266,2505,138,1674,2330
CNBD_00207,393,1495,1089,447,1717,3278,1622,47,3700,2012,1503,1013,1870,968,1182,723,413,823,555,2825,272,3202,2067,749,2944,5757,3331,2107,2018,159,1152
CNBD_00208,302,1740,1091,404,2452,4212,3069,354,3820,2485,1611,1320,2926,801,1263,792,459,887,521,3203,584,3707,2628,791,3056,6789,4050,3036,2416,177,1437
CNBD_00209,1022,3446,2162,346,3083,4384,3574,853,5172,2974,2865,1361,3955,608,1476,1832,732,2137,1165,4586,1142,5850,3892,894,4716,8763,4086,5120,3601,569,1891
CNBD_00210,997,2387,1824,325,2418,3926,2646,987,4395,2694,2756,1575,3492,684,1550,1932,604,1727,1260,4775,1271,4834,3795,871,3580,6526,3897,5046,3812,461,1825
CNBD_00212,1183,2127,2053,395,2650,4471,3094,1112,5126,2929,2910,1654,4211,567,1652,1522,705,1666,1708,4577,1453,5015,3207,1032,3191,7264,4158,4970,3616,391,2112
CNBD_00213,430,1789,761,357,1623,2470,1924,1,3032,1692,1536,1356,2417,1201,961,816,321,955,562,2653,148,2654,1490,683,3729,5537,2305,2205,3001,160,1024
CNBD_00220,406,1221,960,530,1304,2112,1490,2094,1667,981,883,1457,1246,985,553,275,651,471,2516,145,2137,1333,1131,2919,4931,3071,1850,2108,133,950,2587
CNBD_00221,627,1727,1238,206,2303,3328,2445,537,5002,2554,1761,1328,3252,611,1214,1373,626,1499,698,3687,700,3777,3255,930,3136,6098,3754,3854,2880,425,1843
CNBD_00222,614,1857,1425,295,1934,2802,2660,598,3384,2211,2459,1128,3144,619,1197,1031,500,1186,1199,3439,607,3916,3090,915,2950,5870,3595,3779,2524,401,1596
CNBD_00223,1326,1950,1848,545,3059,5371,4321,830,5245,2881,2635,1576,5466,677,1449,1886,701,2056,1171,4219,957,4383,4158,1338,4692,8242,3913,5385,4605,516,2041
