subject_ID,caudalanteriorcingulate,caudalmiddlefrontal,cuneus,entorhinal,fusiform,inferiorparietal,inferiortemporal,isthmuscingulate,lateraloccipital,lateralorbitofrontal,lingual,medialorbitofrontal,middletemporal,parahippocampal,paracentral,parsopercularis,parsorbitalis,parstriangularis,pericalcarine,postcentral,posteriorcingulate,precentral,precuneus,rostralanteriorcingulate,rostralmiddlefrontal,superiorfrontal,superiorparietal,superiortemporal,supramarginal,transversetemporal,insula
CNBD_00033,2332,7572,5119,2011,11055,18924,16544,3014,16494,11752,9159,6896,20575,2591,4582,6170,2639,4532,2517,12123,4021,16237,13609,3106,15554,33939,13687,22522,13644,920,7882
CNBD_00038,2045,8407,4233,2080,10620,20116,15520,2622,16904,10694,7595,5925,17521,2316,4594,5548,2508,5138,2392,14180,4335,12704,12409,2951,16452,34151,12857,20244,11882,1065,7011
CNBD_00040,2289,6592,4446,1693,9455,16243,17426,3471,15443,10108,8693,5237,20314,1972,4175,4355,2840,4282,3290,12567,3091,14991,12200,2851,13472,30202,10115,17228,12053,926,7236
CNBD_00043,1839,5529,3842,1473,7478,12201,13530,1473,11661,7992,5333,4214,12750,1623,3671,4077,1630,3745,1796,11567,2954,13152,9509,2257,9513,26029,10372,14986,9734,747,6512
CNBD_00044,2823,4485,4304,1438,8602,12049,10815,2333,10936,8574,6346,4002,11655,1899,3956,3790,2450,3893,2156,8790,2933,10358,7640,2748,10356,22996,8004,14989,7207,836,5637
CNBD_00047,2544,6145,3566,1504,6358,13883,13795,2102,11563,9877,5228,4702,11815,1757,3999,5125,2255,3953,1830,8197,3467,10307,8975,2797,11090,25867,9550,15539,8713,741,5505
CNBD_00048,2497,8697,4607,2146,7715,13690,15219,2422,14745,10630,7351,5838,13488,1833,4420,6130,2296,4682,2678,11979,4606,14972,11286,3443,12566,32410,10850,18374,10919,1219,7324
CNBD_00051,2606,5624,3297,1344,6760,15926,11042,2237,10353,8211,5572,4248,13192,1783,4280,4596,2334,4086,1892,10835,2788,12782,8911,2304,9453,23869,9909,16106,10105,943,6094
CNBD_00052,3105,4666,4311,1747,9586,15003,15016,2403,12172,9740,6284,5054,15166,1722,4341,4537,2118,4378,2133,9440,3646,15633,10311,2940,9854,26084,10445,21077,10052,1041,6891
CNBD_00054,2766,7519,4485,1693,8076,19929,15024,2988,12682,10202,8147,5814,18398,2222,4331,4763,2452,4304,2593,9026,3742,13317,13054,3014,13253,27660,12614,18245,8723,1048,6633
CNBD_00055,2210,5309,3757,1780,6321,12548,11026,2299,10314,6897,6324,3700,12800,1772,3187,4076,2007,3114,1961,8738,2869,10923,8385,2069,9309,24719,9530,14216,8369,712,5134
CNBD_00056,2688,6929,4237,2219,9722,16481,15310,3352,14465,11995,5547,5072,16203,1708,4760,4789,3078,4594,1508,12814,3984,13822,12908,3409,17216,34371,14224,20553,11268,1360,6632
CNBD_00059,1877,5537,3706,1462,7451,16180,13737,2350,12644,9171,5432,5208,13535,1790,4151,5187,2220,5271,1782,8989,3214,13848,11674,2462,11089,27578,9796,17518,8497,807,7123
CNBD_00065,2030,5754,3764,2422,8520,15879,15176,2174,13233,9680,6981,5978,11902,2062,3720,4846,1939,5197,2124,10253,3816,13016,11545,2364,11217,29829,12017,16260,11974,1090,6480
CNBD_00066,2261,8040,3573,1884,8751,20122,14943,2875,12005,10046,6985,5234,18019,2216,3816,4837,2292,4350,2003,11568,4227,13219,11963,2906,13017,32261,12646,18221,11627,853,6915
CNBD_00067,2059,6587,4039,1915,8424,15025,13906,2325,11930,8409,6388,5099,13435,1720,3526,4522,2059,4739,1951,11044,2758,10831,9568,2465,10524,23275,10741,16638,10216,807,5743
CNBD_00070,2409,6998,4674,1488,6610,12243,11775,2995,13490,9933,7707,4968,13702,1801,4373,3765,2501,3227,2825,10457,3225,12437,10606,2279,12264,27913,8022,15159,8731,664,6126
CNBD_00071,1292,5674,3193,1076,7472,14086,13129,2022,10237,8537,6490,4969,12927,1973,3470,3160,2124,3125,1746,10026,2974,12581,8323,1930,11867,25324,10770,15607,9762,730,6084
CNBD_00072,1702,5575,3226,1225,6159,11192,11081,1929,8886,8353,4922,4053,12263,1845,3524,3265,2087,3421,2342,9323,2757,11975,9112,1756,11279,22544,8692,14312,8395,739,5800
CNBD_00073,1931,5094,3454,1101,8182,13769,10266,2118,10187,7638,7192,4298,13815,1757,3699,3416,2127,3814,1975,7828,2406,11529,8800,2214,10011,22466,9778,15033,8815,697,5676
CNBD_00074,2342,5066,3840,1350,5725,17382,10735,2519,11587,8124,6925,4459,14302,2011,3542,3777,1812,3726,2749,10372,2951,12627,9361,1959,11093,24159,8370,16483,8777,757,6010
CNBD_00075,1782,5572,4388,1430,8370,13022,10365,2503,11786,8731,6714,4653,14005,2250,3949,4963,2445,4556,2636,9910,3460,14351,9667,1978,13136,27745,10598,17149,10056,976,7227
CNBD_00076,1915,5646,3730,1471,5655,13257,10898,1892,8996,7528,5671,4239,11849,1769,3984,3324,1377,3081,2141,9398,2531,13019,9297,2006,9154,23113,9738,14248,8224,949,5601
CNBD_00077,2250,5383,4250,1207,6424,12954,9337,2354,11753,8351,5266,4680,13371,1789,4009,3941,2033,4017,2743,7893,3044,11917,10751,2284,10309,27058,10085,16731,8472,842,6294
CNBD_00080,1671,6146,4475,1531,8165,17094,13369,2015,11129,8910,6017,5211,15390,1688,5183,4122,2599,3245,2188,10553,3713,13010,10750,1539,13649,33298,10141,16766,9693,757,6412
CNBD_00081,2503,4238,4085,1557,6498,12641,11911,1838,11487,8457,6539,4287,12573,2054,3766,4085,1899,4543,2612,9197,3284,11024,8324,2340,11218,25826,10608,15932,10983,982,6313
CNBD_00082,2084,9294,4356,1656,9266,17859,16399,2846,13145,9861,6608,5446,16742,1627,4261,5823,2313,6309,1880,12680,4474,14834,12906,2150,16061,32886,11806,19690,10276,2,1195
CNBD_00083,2147,6700,4154,2178,7376,15895,11228,2480,10502,8749,5746,4624,12899,1778,3719,4228,2216,3441,2220,11015,2831,13215,11062,2251,10948,27309,10081,19229,10405,751,5793
CNBD_00084,1421,5880,4265,1431,8099,16046,11658,2659,12043,7866,6267,4547,14278,1653,4248,4113,2307,4221,2379,10441,3242,13395,10471,2533,10378,26510,11022,15597,8856,690,6370
CNBD_00085,2174,6821,4873,1617,8620,16554,15448,2317,13644,9820,6190,4760,15066,1966,3524,4061,2257,4034,2236,11453,3560,14685,11279,2526,12730,28255,10067,15037,8711,787,6310
CNBD_00086,2058,7457,4913,2289,7972,19153,11693,2843,11457,9072,5954,4988,15844,1693,3515,5745,1898,5450,2299,9381,4244,14234,10526,1814,10852,30962,10871,18446,10410,1029,7398
CNBD_00087,1985,8158,3165,1882,9246,16193,11228,2900,10609,8226,6468,5026,15067,2048,4297,4635,1550,4049,1942,9576,3249,13249,10729,2619,11323,29182,11289,17912,10562,876,6885
CNBD_00091,2068,6685,4534,1892,9754,16155,15049,2352,12415,10125,6950,5271,14485,2077,4610,5871,2240,5010,2282,10799,3674,13367,11989,2821,13030,27043,10798,18530,11498,1015,6355
CNBD_00092,3078,8342,3806,1516,7659,16656,12071,2578,9251,9364,5422,5386,13325,2058,3563,4027,1957,4284,1664,10291,4245,13656,10116,2607,12931,24656,11845,13155,9822,575,5287
CNBD_00093,2044,6403,3346,1228,6484,14437,10324,2121,9346,7267,7032,4006,12670,1822,3778,4348,1761,3634,2208,8321,3172,10828,9614,1921,9953,23363,10851,12560,9066,884,6055
CNBD_00095,1952,4549,3863,1468,6454,10604,11227,2031,10543,6971,5482,3745,10425,1617,4316,3487,2054,4003,2158,8521,2777,10606,9886,1875,9979,21236,9952,14682,7800,821,5432
CNBD_00096,2371,6109,3794,1280,7761,14940,13250,1995,10949,7071,5980,5081,14650,1755,4032,4503,1772,2874,1949,9452,2976,13502,8958,2264,8426,22927,8738,14654,8527,718,5353
CNBD_00097,2441,4885,3357,1684,6826,16154,12120,2250,10414,8314,6100,4394,13931,1929,3382,4264,2179,3457,1734,9522,3720,11168,8149,2324,11840,23315,9146,14776,7344,739,5521
CNBD_00098,2353,5422,3926,1467,9924,16948,11656,2856,13005,8808,7196,4875,16955,1846,3879,4971,1866,3524,2110,10173,3197,14026,11742,2469,14342,28967,11595,17165,8142,996,6448
CNBD_00099,2223,6175,3970,1994,7953,13872,11927,2063,11360,9182,6126,4221,14617,2041,4191,4983,2456,4649,1992,12330,3011,11992,9267,1988,10843,25822,9863,16670,9856,790,5792
CNBD_00100,2460,7326,4003,1898,8242,13881,14258,3294,11925,8862,6543,4391,12888,2223,4444,4424,2184,4371,2929,11570,3614,14484,10398,2362,11064,29199,10407,15098,10124,1018,7367
CNBD_00101,1843,5782,5136,1380,8753,18004,13058,2392,13490,8319,6247,5113,15314,1601,4224,5258,2185,4775,3391,8281,3643,13351,10366,2207,11931,27955,9352,15823,8127,942,6997
CNBD_00102,2597,5123,3444,1541,7825,11311,10496,1982,8920,7669,7532,4387,10857,2004,3608,3496,1708,3937,2623,8314,3395,11920,9763,2270,10528,25544,10938,14524,7375,760,5523
CNBD_00103,1831,5922,5482,1385,8634,15276,11599,2786,13628,9695,6223,5261,15828,1735,4207,3802,2112,4317,2536,9371,2868,14983,9882,1927,11708,29285,9728,14991,10762,948,6161
CNBD_00104,2182,4962,3760,1366,7620,13575,12196,1507,12712,7576,4790,4505,14676,1803,3919,4609,2291,4403,1800,9581,2462,8612,7843,2325,16157,28025,6701,15903,7637,828,5207
CNBD_00106,2229,5011,3906,1235,9321,16295,11967,2264,12853,8161,5571,4867,14695,1838,4696,5302,1926,4766,1604,10061,4672,13530,11605,2609,10999,26020,12387,15441,9583,890,6129
CNBD_00108,2168,4404,3931,1244,8218,13114,11828,2629,10868,8428,6564,4541,13988,1657,4667,3380,1826,3930,2398,9861,3068,11308,9483,2518,12030,24709,9355,14024,10072,888,5675
CNBD_00110,2811,6710,4163,1560,7962,14844,13585,2750,11317,8474,7768,4549,16333,2143,4586,5002,1830,3717,1936,11081,3947,14176,11161,2696,11721,28945,9752,17227,11108,791,6824
CNBD_00111,2776,5903,3475,1315,6415,13713,10979,2147,9318,7803,5668,4588,13706,1632,3411,3689,2138,4465,1680,10116,3911,13079,9601,2076,11962,24248,9689,15592,8229,967,6234
CNBD_00113,1553,7414,4065,1600,9376,12258,12473,2041,12572,8482,5696,4694,13544,1890,4071,3947,2026,3985,1947,11889,3550,14286,9425,2353,8621,28337,8472,16563,8846,923,6302
CNBD_00114,2079,6216,4318,1613,8683,14242,12836,2058,13081,8992,7169,5274,13066,1841,4276,4018,2180,4771,2422,8492,2933,14795,9428,2507,12258,27880,11090,14641,8967,819,5838
CNBD_00115,1446,6663,3425,1396,6940,13187,10393,2632,9847,7913,5856,4595,12510,1684,3920,3665,2067,3177,1748,10866,3058,13189,11384,2068,11557,25952,10828,14277,9573,907,5734
CNBD_00116,1784,5343,3466,390,7639,12276,9966,2279,12343,7673,4072,4006,12510,2111,4087,3803,1559,3899,1283,10913,3276,11502,10181,1814,10112,27548,10641,15249,8687,979,6104
CNBD_00117,1812,6135,3331,1517,7156,11924,12882,2437,9061,7910,5065,4834,13331,1818,3468,4154,1690,3277,1866,9562,2469,11696,10385,1790,8050,23239,10052,14527,8834,977,5752
CNBD_00118,2641,5758,3203,1438,7087,10936,11043,1793,10756,8908,4678,4573,10864,1743,4604,3588,2589,2715,1387,13763,2998,13179,7916,2211,8177,23099,8507,12880,9526,847,5375
CNBD_00121,2883,5619,4528,1874,10065,18464,14746,2123,13548,10208,6714,5143,17765,2052,4984,4324,2714,5619,2424,10375,3360,14981,12929,3333,13032,31690,13153,18121,10031,833,7212
CNBD_00124,2732,6459,4332,2108,10707,19330,15959,2632,14486,10201,6629,5331,16646,2145,3985,4998,2649,3613,2004,12313,3991,15243,11363,2871,13263,28338,11937,19087,11000,1122,7303
CNBD_00126,1853,4991,4559,1347,7307,13631,11148,2057,11286,9552,5943,4423,13539,1755,3012,4052,2363,3767,2155,10154,2805,10365,9835,2139,11920,24388,11205,14213,8371,751,5996
CNBD_00128,2307,3776,3979,1940,8211,15136,15515,2460,14184,9124,6361,5002,14072,1837,3476,4569,2377,4359,2552,11311,3567,13231,10307,2488,10733,27996,10189,16789,9913,894,6621
CNBD_00130,1630,5789,4932,2037,10229,15536,13957,2344,12619,9816,6401,5576,13961,2028,4155,4300,2576,4725,2087,10880,2638,11990,10777,2149,12985,26307,10874,15810,10895,6,934
CNBD_00141,2107,7844,4199,1071,5744,18685,9105,2556,12303,11048,6792,5444,14895,1831,4503,4216,3063,4531,2210,10584,4779,15356,10069,2118,15856,34537,12661,16411,11297,1140,6650
CNBD_00142,2274,4762,3668,1421,6155,13310,10318,1939,10260,7330,6021,3942,14052,1957,3542,3609,1640,3996,2264,9223,3268,10643,7861,2517,10831,25515,8296,15017,8724,770,5798
CNBD_00144,2135,5159,4875,2004,8503,18157,12751,2683,14612,8871,7904,5513,13493,2134,5470,4512,2225,4294,2513,11574,3610,14512,10470,2798,12834,30207,12563,15809,9279,699,5920
CNBD_00145,2828,6121,4489,1794,7965,17716,13383,2012,14398,9826,6395,4896,15081,1919,4585,4762,2006,5663,2246,9585,3226,12823,11174,3128,12711,27154,10091,19644,9204,940,6199
CNBD_00146,2571,8440,4134,3249,8819,16097,16178,2082,13320,10137,7414,4916,15796,2343,5396,4850,2394,5459,1805,11221,3634,17126,10592,3379,13542,33005,14403,20258,12125,1201,7234
CNBD_00148,1829,4527,4107,1219,6257,12245,9363,2679,10116,5993,7518,3813,12361,1834,4062,3973,2176,4750,2702,8437,2732,9883,11119,1885,10993,24448,9134,13310,7494,871,5459
CNBD_00149,1572,5184,4301,1555,8141,14458,12657,2997,14811,8266,8076,4481,15778,1673,4266,3817,2085,4061,3513,11655,3142,15409,10368,3106,10156,27052,10671,14912,8132,763,5999
CNBD_00150,2026,5666,3637,1233,6724,17086,12910,1677,10861,8971,5369,4801,15036,1891,4266,3858,2466,4092,1973,9935,2672,10834,7986,1784,11382,25737,10676,13701,8759,770,5523
CNBD_00151,2397,6197,3420,1411,6737,14759,11844,2396,9517,8549,6311,4422,15148,1882,3790,3872,2271,4425,2325,11322,3351,13290,10167,2409,10740,25179,9198,15939,8442,1039,5854
CNBD_00152,2885,5597,3617,1380,7978,14967,15279,2411,13218,8211,7163,4719,15261,1635,3728,4716,2482,4029,2658,10717,3649,12326,9659,2743,10565,27988,9617,17790,9988,937,6573
CNBD_00153,2279,4561,3700,1160,6682,14159,11582,2322,11706,7833,6279,4398,12420,1565,2845,3213,2141,4023,2618,7776,3201,10304,9488,2107,11842,24326,10194,13975,7059,875,5607
CNBD_00154,2000,6829,3735,1633,7073,11866,13290,2166,12376,7925,6651,5260,12945,1989,3766,4172,1818,4930,2994,9169,3413,12378,9537,1810,8705,27902,11238,15332,10540,749,6199
CNBD_00155,2272,5802,3801,1533,6377,10793,12110,2386,9971,7713,5460,4581,12157,1646,4208,3909,1924,3517,2801,9036,3280,13388,9453,2481,11190,23419,8773,14331,9879,952,5129
CNBD_00156,1160,7374,3600,1645,6188,16145,13628,2426,12540,8148,6489,5060,15803,1502,4033,4713,2315,4084,2508,9828,3138,13840,9141,1868,11066,27230,8466,15581,8119,786,6119
CNBD_00157,2244,5346,3768,1957,7480,11941,13234,2610,12259,8898,5495,4965,16957,1342,3467,5216,2095,5143,1884,8611,3223,10778,9805,2734,10785,23280,10669,16007,8634,991,7126
CNBD_00160,1399,4079,3257,1378,5862,10890,9764,1935,8902,6448,5058,3184,10478,1809,2640,2722,1625,3434,2246,8362,2564,10283,8011,1378,12051,20096,6770,12983,7162,704,4464
CNBD_00162,2791,7078,4956,1465,6950,13965,15776,2759,13455,7761,6096,5202,16684,1605,3677,5324,2063,3563,2598,11384,3362,13975,9901,2469,12877,28854,10548,17079,11248,771,6664
CNBD_00163,2376,6732,5201,1611,7433,12233,9980,2603,14004,8494,7120,5156,12987,1764,3953,3489,1988,4241,3108,10033,3412,14259,8611,1778,12147,24278,8295,16019,8928,985,5597
CNBD_00165,1616,6659,4066,1692,7443,16449,14669,2437,13511,9068,6246,4882,14020,1431,3965,5283,2012,4956,3060,9864,3403,12538,10040,2797,14195,28320,11155,16434,9815,837,6370
CNBD_00166,2831,5312,3943,1911,6922,16999,12616,2596,10288,8527,6801,4783,13173,1655,3788,4031,2658,4756,2593,10291,2596,12701,10558,2353,9987,25332,10537,15157,9140,708,6278
CNBD_00167,2865,7191,4094,1233,7868,15885,10654,3042,14106,8814,6647,5565,16113,1807,3219,5228,2126,5024,2660,10773,3520,13374,10945,2547,9938,24872,10079,15713,8055,917,6118
CNBD_00168,2117,5470,4200,1535,7839,14173,14482,2556,11376,9944,7087,6396,14784,1913,4703,4672,3013,4323,2194,10729,3784,13428,11343,1912,12474,30152,11928,13723,9231,885,6530
CNBD_00169,2791,6150,3179,1430,8794,14739,10330,2064,11227,8640,4339,5344,13833,1755,4014,4179,1989,3958,1271,9872,3301,12975,9908,2555,13261,28202,10762,14606,8128,755,5729
CNBD_00170,2860,6503,5071,1365,8112,15233,12736,2929,11642,10528,7253,6004,12956,2183,4521,5154,3120,5373,2813,9690,4193,15084,11643,2096,13501,30603,11958,15883,8250,843,6702
CNBD_00171,1654,5691,3589,525,6474,15083,11426,2327,11887,10708,5407,5286,13567,1555,3583,3578,2246,2546,1971,9284,3036,13725,10355,2243,14006,27091,12339,17047,8804,850,6390
CNBD_00172,2027,6575,3979,1194,10382,16274,13856,2333,12035,9370,5915,5851,14944,1742,4813,4731,1800,4682,1746,10602,4295,13385,11432,2313,14848,31621,12213,18062,11796,1103,6935
CNBD_00174,2308,7269,3312,1569,7175,15337,11653,2164,12140,8735,5965,5169,11358,2116,4293,4697,2442,3777,1893,8667,3048,11811,11047,2544,11967,28170,12656,16012,10212,768,6099
CNBD_00176,2140,5514,3471,1351,6966,15318,10854,2261,11755,7651,6348,4857,15130,1757,3923,4964,1892,3963,1806,11640,3630,13307,9076,2343,13006,25495,10553,17107,9030,968,5734
CNBD_00177,2013,5929,3599,1184,7323,15193,14001,1782,9257,8814,5166,5227,13432,1729,4690,3868,2511,3276,1890,12242,3452,12614,9658,3434,10988,27100,10610,16285,10703,834,6238
CNBD_00180,1768,5698,3607,1264,6952,14078,10633,2212,10430,7915,6128,4280,13502,1781,3874,3404,1626,3144,2011,9394,3432,12632,9225,1806,9796,24788,8568,15257,7299,914,4851
CNBD_00181,2526,5526,3831,1015,8133,15439,9720,1669,10625,7680,6618,5008,12102,1676,3596,3687,1805,3558,2392,8322,3327,11329,8919,2258,9344,24727,9590,16023,8286,802,5743
CNBD_00183,2299,5597,3406,2243,7349,14060,11114,2609,8707,7865,4752,4793,13582,2485,3229,3909,1904,3478,1493,10692,3030,11347,10335,2708,10398,27878,11252,15942,11020,869,5520
CNBD_00185,1442,6257,3417,1330,7238,13015,10719,2188,9638,6754,4567,4410,11451,1775,4628,3713,1660,3905,1414,10959,2665,11576,8872,2503,12011,24278,10047,12764,7402,720,5146
CNBD_00186,2552,8297,4504,1475,10633,18444,13168,2721,14431,9994,7714,5091,15069,2232,5377,4533,2555,4745,2556,13100,3923,16058,10570,3650,11575,28855,9763,17477,9723,930,7027
CNBD_00187,1993,7189,4100,1523,8236,13354,12542,2124,11249,7835,5764,4625,12357,1429,3720,4268,2041,3861,1863,10814,2933,13094,9616,1943,10793,23266,10531,14717,7944,909,5176
CNBD_00189,2458,7654,4499,1448,8299,14240,10719,2962,13997,10055,7342,5523,12484,1753,4558,5807,2480,4686,2668,11449,3334,15309,11499,1877,11850,26598,9837,16623,8703,890,6132
CNBD_00190,2380,6085,3550,1881,8920,16169,13370,2413,11566,10057,7421,4870,16642,1947,3874,4286,2450,4531,2094,11053,4447,12771,10491,2278,14969,29006,10854,17846,12424,920,6533
CNBD_00191,2408,7641,4431,1278,7841,17874,14605,2865,11922,10576,7634,5782,15967,1876,4373,4566,2513,3228,2128,12851,3440,15139,13143,2675,14008,31845,13401,18573,10393,1228,6545
CNBD_00192,2716,5636,3893,1234,7254,16600,12743,2535,11783,9999,5883,5461,14242,2105,3755,4253,2758,4504,2126,9552,3518,11448,10924,2583,15050,27929,12383,15701,10570,736,5593
CNBD_00193,3614,6985,4828,1774,10232,18736,13521,2670,15205,10731,9229,5982,16707,2116,4918,4493,2888,5028,2955,12113,4059,14108,14291,3516,15049,30727,16289,18878,11500,5,1276
CNBD_00194,2709,6824,4808,1357,9555,15760,12082,2610,13588,9658,6854,5585,15900,1898,4474,5673,2897,5153,1994,11894,4474,12470,12892,2702,13495,30574,10722,18614,11153,1,1160
CNBD_00196,3094,9688,4454,2188,9160,18621,15211,3265,13985,11614,8553,6960,19109,2066,5645,5524,2648,4915,3005,13831,4825,16883,13341,3572,16548,36836,14042,20573,13252,1126,8208
CNBD_00197,2126,5896,3847,1450,8606,13909,10928,2099,11438,8804,6821,5103,14177,1773,4035,4069,2035,4372,2714,10081,3564,12257,10418,2052,13623,26699,10033,14575,10456,994,6550
CNBD_00198,1968,3383,3292,879,7603,11613,9883,1208,11777,7357,4145,4104,13147,1600,2756,3467,2192,3856,1834,11084,2284,7981,8239,2185,11156,23642,8099,15674,9288,735,5714
CNBD_00199,864,3256,1769,1490,4527,9258,11660,961,9113,5719,2829,3363,9010,1257,2063,2294,1219,2834,948,8102,1391,7438,5683,912,9002,17494,6631,9039,6605,672,2491
CNBD_00200,304,2234,1338,1218,3760,5481,6684,610,4958,3806,2172,1978,4579,1452,1419,1868,1008,1759,667,4776,491,4757,2997,534,4860,10189,4821,6070,4331,395,2177
CNBD_00201,1498,4387,2219,827,4807,10300,8961,1427,9562,6203,3004,3765,10434,1159,2523,4131,1704,3741,1446,6150,1639,8013,7155,1927,7936,21225,7994,10229,7891,728,5209
CNBD_00202,1509,3617,1464,1052,4274,7520,9069,1308,7739,5970,3732,3041,8546,1231,2258,2046,1167,2621,1175,5982,1419,6728,5685,2111,7159,18400,6585,8725,7372,272,2816
CNBD_00203,84,1854,2392,1124,2196,5251,3322,5508,3752,1268,2184,3840,1769,1541,1205,773,1253,1288,4882,131,4158,2650,730,3986,12372,8320,4106,3910,179,1139,2816
CNBD_00204,1450,4416,1419,995,5100,11176,9337,929,10550,6893,2777,4393,11112,1514,2607,3688,1540,3375,1044,7053,2019,7776,4820,1839,9174,25562,8034,12619,8410,371,4442
CNBD_00206,43,2035,1832,1864,3264,6447,5179,27,5667,3463,1213,1633,3305,1855,1505,1219,714,1549,926,3990,258,3659,2677,519,4152,11082,6523,2912,2424,141,1255
CNBD_00207,93,2408,1037,1700,3914,4046,5733,48,6223,4074,1633,1788,2874,1402,2077,1232,732,1518,905,4441,171,4180,1685,214,4078,11444,6550,3172,2273,141,1036
CNBD_00208,123,2600,1391,2036,3835,5359,7351,773,5985,3848,2059,2180,4633,1531,1922,2025,987,2484,594,5293,484,5402,3853,264,4444,12887,6193,5364,4323,233,1635
CNBD_00209,2148,5545,3140,697,6750,10312,9540,2248,10923,7734,5358,4212,9697,1736,3065,4193,1475,3989,1709,9131,2578,10779,9206,2693,9844,25971,8344,11369,7095,892,5127
CNBD_00210,2318,6130,2984,1553,5659,13153,10425,2457,11113,7511,6430,4723,12667,1698,3585,4350,1960,4116,2425,10154,3088,12996,10129,2456,10923,25080,11653,13715,8693,886,5969
