subject_ID,caudalanteriorcingulate,caudalmiddlefrontal,cuneus,entorhinal,fusiform,inferiorparietal,inferiortemporal,isthmuscingulate,lateraloccipital,lateralorbitofrontal,lingual,medialorbitofrontal,middletemporal,parahippocampal,paracentral,parsopercularis,parsorbitalis,parstriangularis,pericalcarine,postcentral,posteriorcingulate,precentral,precuneus,rostralanteriorcingulate,rostralmiddlefrontal,superiorfrontal,superiorparietal,superiortemporal,supramarginal,transversetemporal,insula
CNBD_00038,3778,8787,3466,2170,9032,20068,15435,2544,15625,11489,6140,6414,17527,2507,4351,4717,2590,4911,1658,12574,3883,16108,11824,4716,16442,28481,14550,23784,14389,1246,6954
CNBD_00040,3071,8367,4512,540,10303,14311,16731,3051,13381,10263,9914,5329,20013,2748,4479,4317,2398,3664,3223,11233,3450,16298,10705,3880,12850,27402,10960,20034,13748,1131,6811
CNBD_00043,2699,5785,3843,1304,8315,10183,11696,1889,10412,7768,5231,4503,13905,1668,3353,4057,1672,4785,1662,9968,2741,12320,8610,4013,9459,23657,10559,16581,11914,1120,6008
CNBD_00044,2472,4457,4564,1459,7710,11945,10527,1735,11108,9598,6406,4512,12636,1955,3663,3591,2179,3858,1794,8453,2598,11578,6999,2663,11812,22222,8616,15230,7141,982,5102
CNBD_00047,2868,6502,4254,1868,7213,10960,16365,2632,11652,9293,5260,4619,12460,1500,3743,4009,2246,3631,2016,9132,3508,12577,8732,3793,11540,24411,10249,17095,9270,952,5634
CNBD_00048,3791,8795,4660,2112,8618,14105,14306,2405,12676,11186,6577,6340,14251,2125,4611,6042,1702,5291,2011,11884,4067,14882,11080,5057,15460,26927,11076,19441,10615,1356,7226
CNBD_00051,3092,5419,3075,1413,7328,12216,11370,1906,10803,8413,4984,4886,13504,2081,4216,4331,2487,4066,1465,10578,2792,12379,8528,3297,9997,23348,9946,16484,11114,1046,5897
CNBD_00052,2408,5140,4344,2441,8904,14558,15006,2403,16101,10270,5726,5348,15519,1930,4218,5269,2231,5000,1567,10245,3018,13493,8930,3165,9842,25541,9133,19607,7752,1102,6721
CNBD_00054,3312,8679,4876,1933,11541,14891,15494,2849,14511,9615,7935,5350,16869,2397,4726,4490,2510,5774,2341,11224,3997,14902,10625,4405,12872,26776,12100,20104,10270,1417,7037
CNBD_00055,2391,5300,3623,1298,5905,10733,10520,2354,10362,7360,5869,4124,13679,1827,3110,3659,1692,3527,1504,9469,2666,11432,7381,3251,10124,20937,10492,15858,8342,951,5378
CNBD_00056,4042,8727,4709,2906,10073,15748,12800,3111,14829,10935,5201,6288,19074,2467,5279,5160,2389,5941,1519,10703,3550,16488,11711,4667,15495,28766,13791,22607,11523,1721,6886
CNBD_00059,3571,6068,4111,1713,8963,14639,12356,3190,11741,9171,5313,5268,12878,1941,5017,3522,1833,3662,1516,9431,3999,14299,10387,3904,12943,23334,10560,18438,9026,1319,6753
CNBD_00065,3336,6397,3900,2181,8714,13612,10439,2178,12240,9914,6358,5413,13594,2218,3951,3958,2397,5152,1697,9577,3160,13273,10964,4079,13385,26736,12856,17549,12784,1542,6182
CNBD_00066,3600,8268,4536,1757,7307,17213,15556,2736,11453,10311,7282,6032,18808,2177,3937,5385,2230,4574,2133,11570,3245,14862,11402,4000,13962,27374,11566,20137,14054,1144,7064
CNBD_00067,2695,5570,3945,1588,9117,11702,12744,2241,12050,9311,5527,4728,13566,2093,3391,3824,2316,4178,2000,9982,3183,10444,8624,2719,12372,21724,12592,17705,9369,1124,5777
CNBD_00070,2923,8074,4418,1950,8739,11929,10938,2828,10354,8669,7020,5442,13159,2163,4568,3880,2217,4597,2653,10874,3592,13313,9356,3991,10000,26785,9958,14644,9931,983,6172
CNBD_00071,2628,6910,3339,1671,8164,11805,13230,2350,8401,8236,5962,4861,12733,2036,4050,3009,1829,3957,1528,10627,2920,13063,8055,3472,9124,21490,10425,16154,11304,895,6037
CNBD_00072,2268,5990,3518,1708,6128,8565,10220,2192,10607,7601,5289,4185,11333,1897,4101,3942,1806,4304,1912,8933,2632,12239,8602,2610,9912,20605,8728,15006,7822,991,5686
CNBD_00073,2444,5380,3608,1716,7945,11120,9987,2323,11101,7237,6157,3988,13260,2061,3684,3678,1623,3272,1996,9188,2898,12781,7469,2752,9139,21492,10268,15526,7419,942,5502
CNBD_00074,2812,6396,3929,1420,6516,12876,11660,2292,12226,8221,6520,4615,13664,1925,3787,4326,1709,4400,2394,10382,3205,13247,8608,2740,10085,20916,9946,15880,8760,1014,5622
CNBD_00075,3519,6783,3893,1653,8760,11879,9689,2761,11750,8069,6685,4809,14847,2239,3783,5874,1872,5599,2128,10103,3737,13970,8916,3297,10771,24765,9357,17555,9090,1053,6706
CNBD_00076,2656,4581,4406,1455,6904,11836,10744,1800,10127,7915,5564,4468,12983,1834,4186,2943,1655,2856,1673,9969,2849,12713,9681,3448,9920,21954,9072,14525,8958,944,5639
CNBD_00077,2688,5440,3816,1555,7284,11909,10539,3047,10932,8830,5593,4588,12473,1777,3454,4091,1942,4299,2132,8049,3310,11660,10020,3595,10781,24434,12014,16154,8154,859,5725
CNBD_00080,3859,7582,4138,1111,7819,13687,13155,3073,10045,9139,5988,4853,16770,1980,4491,3832,2336,3858,2226,11963,2982,13871,11766,4182,12139,26077,10990,17673,10031,1126,6208
CNBD_00081,3175,5528,5335,1618,6703,10079,9810,2647,10537,7574,6434,4095,11635,1841,3260,3627,1914,3927,2295,10636,2686,12098,7823,3153,11353,23817,9293,18782,13470,1167,6099
CNBD_00082,3486,9412,3994,2139,7866,13594,14864,2453,12726,9979,7320,5948,14812,2171,5125,4544,2325,4933,1620,13478,4508,18414,12128,4324,13739,29100,11710,21483,14018,1693,6574
CNBD_00083,3071,5367,4146,1712,8851,11989,10884,2991,11202,7973,6196,4911,11976,2227,4029,4584,1731,4895,1876,10792,3032,12138,9762,3070,14202,23647,9385,18305,11839,1065,5632
CNBD_00084,2697,6287,4589,1595,8120,13825,10878,2322,13515,9354,6645,4478,14180,1830,4495,4846,2197,4390,2634,10225,3481,13159,9491,3052,10637,24668,9952,17944,10938,1346,6565
CNBD_00085,3410,6349,4975,1489,9563,13617,14645,2409,11891,9286,5964,5042,14962,2004,4348,4203,2229,4265,1861,11452,3720,15166,10388,3250,11598,27729,10151,15986,11953,1192,6344
CNBD_00086,2744,7202,4440,1980,8300,14407,15003,3091,11410,8692,6185,5004,16002,1871,4257,4397,2226,5215,2179,10678,4162,14406,10195,3719,10377,29642,11059,17010,10254,1706,7211
CNBD_00087,3339,7375,3406,1951,8905,13352,14346,2403,10857,8653,6355,5452,13733,2310,4639,4322,1903,4072,1982,9344,3349,13109,9640,4679,12805,24992,10788,16920,10087,1155,6851
CNBD_00091,2911,6285,4323,1931,8068,13259,10883,2086,13161,9180,6429,4964,16043,1574,4481,5908,2172,5995,1955,11625,3738,13101,10771,3548,12268,24650,10529,23385,9629,1402,5747
CNBD_00092,3986,8268,3320,1629,6994,14256,10891,2397,9001,8520,6043,5183,12400,2179,3885,3607,1859,3533,1534,11175,4637,14217,9106,3592,13150,21822,11330,13376,10861,828,5003
CNBD_00093,2670,5695,4276,1679,6814,11299,10530,2757,8900,8139,6544,5015,12314,1684,3720,4109,1830,4220,2073,8614,3131,10836,8731,2774,10347,22023,10331,13396,9496,1177,5602
CNBD_00095,2509,5146,3327,1019,7371,9887,8640,2567,10658,7054,5667,3806,10704,1908,4475,3834,2097,4545,1790,9501,2588,11075,9393,2547,8683,20172,8982,14987,9321,1135,5461
CNBD_00096,2310,6224,3735,1435,7114,12450,12325,2065,10429,7669,5794,4732,13298,1824,4281,3654,1478,3620,1789,9660,2899,13441,8387,2795,9981,22447,9478,15818,10608,896,5162
CNBD_00097,2522,6264,4440,2175,7393,13804,13346,2154,9528,8700,4917,4431,12894,1962,4021,3405,2033,3533,1639,10290,2680,11525,8280,3051,11397,22352,9452,13365,10080,854,5421
CNBD_00098,3385,7100,4284,1796,8753,12225,12846,2651,12651,9518,6369,6280,14181,1980,4371,4250,1682,4529,1887,9366,3648,14432,10453,3249,12870,25929,12246,19032,12682,1370,6657
CNBD_00099,2505,5838,3675,1954,8033,12231,12994,2626,12602,9130,5569,4345,14539,1979,4174,3208,2173,4708,1385,10028,2683,12873,9391,3636,12590,23280,11024,16141,9608,1119,5643
CNBD_00100,3568,6805,4774,2028,7975,10401,14301,3195,11678,9020,7266,5394,11263,2073,4500,4373,2121,4683,2542,11532,3736,16288,9918,3263,11643,26039,12492,18490,10511,1086,6850
CNBD_00101,2882,5584,5765,1538,6715,12153,14392,2517,11639,9033,7081,4923,14997,1749,4589,5265,1922,4994,3315,11362,3809,13572,10327,4222,12895,26328,9434,18045,11189,1177,6556
CNBD_00102,2456,6113,3917,1449,7113,10170,11095,2152,11057,7166,6097,4866,11497,1854,5167,3252,1484,4434,2021,9040,3023,12314,8840,3609,9349,24409,9526,14117,7296,1077,5449
CNBD_00103,3254,6493,5782,1625,8553,14084,11658,2742,12628,9569,6830,5017,14392,1869,5018,4146,2150,3813,2141,13579,3417,14296,9727,3573,12013,27230,9792,15139,8652,1001,5851
CNBD_00104,2557,6085,3898,1894,8479,12700,10062,2237,11546,7280,5199,4199,12958,2662,2947,6786,1589,4149,1777,10045,3110,9967,9415,3223,17014,22911,6927,16214,6879,1297,5275
CNBD_00106,2845,6702,3870,1293,8230,13683,11455,2539,13473,8883,5234,4836,15059,2087,5115,4590,1683,4858,1419,9728,3833,14347,11152,3142,9703,24550,12256,17230,9618,1372,5631
CNBD_00108,2598,7214,3928,1437,6840,14217,10899,2466,10136,7689,6056,4511,14079,1627,4642,3291,1665,2833,2476,10485,3807,12963,9521,2802,11419,20448,9087,15761,9053,778,5321
CNBD_00110,3414,7592,4237,1636,7967,13532,12400,2803,11505,9185,6771,4767,15678,2011,4171,4846,2028,4387,2274,11305,4428,14280,11310,4385,12354,25430,11191,18356,11687,1429,6322
CNBD_00111,3266,6368,3535,2141,6696,9932,10462,2024,9304,8371,5645,5158,14082,1936,3842,3971,1863,4570,1473,10793,3704,12774,9180,3384,10904,24574,9153,16085,9255,1103,5717
CNBD_00113,2702,7698,3240,1630,9564,12960,11242,2262,10096,8963,5508,4812,12394,2267,4330,4275,1792,4696,1468,11124,3595,13125,9592,2889,10043,24036,9583,16207,9450,1071,6219
CNBD_00114,2531,8529,5104,1407,8688,11927,11643,2534,12794,8568,7068,5008,12689,1873,4698,4551,1946,4839,2499,10716,3092,15475,9316,3957,13339,25739,10438,14862,10102,1161,5543
CNBD_00115,2676,7308,2996,1271,7025,12661,10522,2223,9351,8091,4760,5259,12564,1543,4382,3380,1764,3994,1614,10725,3061,14515,10916,3002,11388,22262,12732,14674,9593,1005,5602
CNBD_00116,2658,5713,2931,1366,6872,10974,9426,2237,10801,7705,5633,5507,13752,1970,4270,3879,1810,3459,1551,9310,3470,12297,9556,2840,11617,22535,11109,17523,10747,1344,5944
CNBD_00117,2667,5449,3367,1854,7223,9510,11810,2582,9287,7282,5424,4354,13134,1567,3610,3417,1674,3237,2016,9921,3250,11725,8396,3016,8053,22034,9305,15761,8756,1032,5523
CNBD_00118,1871,5999,3157,1554,7583,10462,10459,2268,9108,9028,4315,4356,11354,2111,3997,3923,1997,4005,1117,9783,2304,12566,8966,2800,9686,21981,13099,14027,11740,1092,5211
CNBD_00121,3450,6540,4229,1590,7777,14430,13141,2853,14726,10530,6339,5219,17589,2064,3801,5104,2215,6133,1895,13059,3687,15141,11902,3390,12000,29431,12470,21539,13059,1177,7000
CNBD_00124,2827,8279,4243,2138,10916,16898,15798,2831,15675,9980,7639,5969,16017,2621,4699,4614,2357,3836,1768,12205,3322,13095,10795,3704,12249,28248,10329,21087,11957,1521,7249
CNBD_00126,2402,6608,3769,1426,8338,12628,10410,2031,11237,8665,5635,4133,12431,1776,3758,3823,1821,4030,1788,9392,2591,10641,9593,2634,11174,22300,12197,14206,9580,974,5666
CNBD_00128,2603,4022,3766,1987,8268,12262,13224,2194,11139,9577,7025,5017,14002,1970,3661,4456,2543,4957,2052,13160,3373,14202,9569,3103,12972,24580,10438,19293,13004,1668,6143
CNBD_00130,2986,6671,3412,1532,7641,12451,14361,2706,11280,9943,5807,4911,17910,1996,4072,4228,2332,3437,1434,11061,3661,11741,9348,3334,12525,23935,11412,15535,11608,1052,6399
CNBD_00141,4549,7579,3686,1375,6918,14558,10919,2375,12069,10649,5277,5375,15075,2366,4380,4758,2681,3284,1506,11254,3430,13728,10193,4244,15846,31233,12934,17738,12136,1117,6561
CNBD_00142,2539,4447,2773,1041,5370,7377,9399,1867,8649,8308,5022,3859,8259,1819,3587,5755,1854,4827,1202,8371,2599,9149,7241,2826,11796,22437,7449,20535,8989,1932,6311
CNBD_00144,3617,8368,5637,1914,8863,12976,14585,2723,14637,8602,7844,4849,13599,2510,3855,5081,2415,4884,2274,11688,3680,14468,9270,3828,13020,25102,13037,17371,11748,1024,5893
CNBD_00145,2968,5643,4501,1823,9452,13586,13566,2503,14271,9247,6488,5096,14517,2312,4604,5290,2421,5864,1706,10349,3161,13679,10000,3116,11314,28893,9770,21175,10902,1283,6256
CNBD_00146,2961,8627,4514,3068,8682,14630,15134,3126,12295,10784,7297,5949,15661,2774,4690,6160,2635,5559,2115,13178,3558,15231,11504,3519,14776,30245,14859,20595,11921,1613,6731
CNBD_00148,2166,6037,4037,1556,5382,8995,7817,2475,13116,6281,8183,4174,10611,1711,3535,3410,1678,4320,2542,10257,2758,10971,8647,2908,9629,22396,10901,12234,8159,919,5264
CNBD_00149,2291,7841,4394,1669,7746,12986,13056,3576,12393,8950,8278,5255,14680,1892,3631,4160,2021,3067,2981,11296,2590,15980,11153,2806,11343,21054,10960,15541,10270,793,5793
CNBD_00150,2699,5328,3629,1542,7085,12809,12402,2626,8664,8844,5450,4845,14231,2451,3397,3635,2103,4827,1928,10047,2890,13048,8648,2880,10082,23001,11200,14986,11675,1120,5300
CNBD_00151,3563,5713,4071,1548,7577,12088,10946,2351,10377,8357,6690,4797,13550,2080,4525,4396,2022,4571,2077,9994,2742,13072,9061,2923,9647,23217,8983,15552,9441,1074,5390
CNBD_00152,3276,7531,3961,1670,7968,13322,13472,2668,13511,8799,6604,5809,16028,2051,3486,3579,2087,3838,2287,9267,3249,12294,8858,3974,11044,21695,9994,17995,9545,1185,6402
CNBD_00153,2438,5149,3878,1594,7629,10368,11875,2099,12114,9127,5658,4913,14261,2061,3349,3314,1748,3888,1970,9551,2845,11939,8290,2671,12744,22810,10552,16028,7461,1183,5066
CNBD_00154,3473,5781,3818,1675,8093,10543,13142,2460,12638,8378,6614,5012,12371,2078,3828,4065,2245,4904,2870,10888,3883,12650,8825,3981,11644,23880,9985,15935,10572,996,6325
CNBD_00155,2649,6833,4248,1631,5412,9636,12327,2335,8617,8525,5228,4650,10363,2006,4426,3274,1958,2851,2544,10083,3027,13431,8455,2946,10326,21410,9131,15346,10633,1088,5060
CNBD_00156,2854,7396,4032,1706,8649,11327,13495,2797,11302,8458,6333,5062,14694,1822,3688,3718,1706,4322,2276,10293,3232,14049,8070,3504,13169,23681,7500,17576,9548,827,6001
CNBD_00157,2557,5373,3792,1777,7594,10047,13167,2851,11955,9284,5683,5716,14113,1564,4016,4783,2175,5425,2179,9760,3598,11995,9377,3472,10894,21484,10330,15258,9833,1013,6777
CNBD_00160,1563,4805,3244,1198,6893,8700,9703,1823,8268,6118,5307,3855,11066,2063,2736,2714,1597,3495,1766,8434,2369,11336,6481,2035,10351,19274,7696,13820,7842,912,4349
CNBD_00162,2927,6462,5715,1510,8789,13042,13139,2625,13010,8393,6124,5645,15224,1546,3792,4881,2113,3438,2240,10481,2739,15133,9295,4241,11746,27894,13086,16221,10495,1142,6377
CNBD_00163,2942,6109,5139,1945,8319,11994,10648,2724,13164,8439,7522,5544,11696,2032,4220,3605,1704,4124,2790,10569,3488,13883,8077,3232,10855,22766,9188,16109,7831,916,5706
CNBD_00165,3043,6312,4527,1594,9477,16344,13838,2685,11890,9682,6157,6032,14759,1800,2916,3059,2706,4647,2072,11380,3349,14216,9210,3383,12835,27928,11143,15981,11630,1110,6399
CNBD_00166,2309,5904,3961,1505,7291,16240,13351,3096,11776,9105,6637,5900,13374,1691,3677,4183,2222,4861,2294,10808,3087,11687,9689,2759,10804,24830,10395,14934,8856,1160,6543
CNBD_00167,2716,8207,4544,1335,7121,12271,11186,2541,11573,8512,6859,5167,14453,2115,3894,4347,1939,4853,1998,13823,3964,12454,10369,3312,11849,23905,9652,17874,10137,1077,5752
CNBD_00168,2960,6222,4298,1278,7723,13988,14703,2975,12430,9297,6478,4680,14412,1762,4433,5247,2022,4967,2151,11153,3933,13146,10473,3732,13467,25870,11890,15005,10155,1229,6443
CNBD_00169,2926,5291,3545,1039,7015,12302,10554,1988,10934,8675,4245,5754,13084,1647,4347,5407,1787,4483,1399,9777,3094,11076,8478,4002,13035,29207,10356,17673,8876,1345,5474
CNBD_00170,3821,7597,4685,2024,9561,15407,10874,2782,13576,10092,6409,5959,11602,2372,4095,4106,2881,5663,1828,11818,3622,15304,11239,4327,14528,27032,13452,16361,8517,1411,6648
CNBD_00171,2509,5786,3212,1343,5963,13975,13258,2551,10045,9346,5241,5277,11787,1462,3900,3502,1848,3658,1590,10151,3149,12953,10573,3138,11862,29361,12735,18028,10411,1181,6564
CNBD_00172,3365,6033,4089,1512,9306,13067,13487,2476,12537,8858,6309,5721,15500,1839,4383,5734,2195,5123,1289,10791,4338,13628,10553,4063,14622,27933,12742,19429,13369,1248,6917
CNBD_00174,2861,7017,3908,1613,7868,13428,12822,2786,11910,8860,3930,5416,11094,2215,3557,5267,1623,4085,1302,11349,3739,13658,10017,2536,10907,26395,10799,16597,10615,1609,5999
CNBD_00176,2940,7266,2974,1497,7499,13844,11439,2196,12950,7795,6471,4728,13161,1939,4052,4498,1854,4578,1626,12622,3545,13461,8858,3300,11418,23405,8935,17927,11347,1056,5632
CNBD_00177,3285,7931,2978,1510,9731,14518,12066,2365,11078,9274,5427,5646,13628,2196,4205,3915,2012,3081,1674,11252,3424,13233,8889,3956,10984,23001,11352,14906,9459,1023,6243
CNBD_00180,2592,6612,3816,1475,8449,10387,10379,1947,12068,6890,6079,4440,13294,2019,4316,3396,1434,3092,1789,10574,2976,12335,7782,3303,10107,22228,7895,16141,8400,1119,4826
CNBD_00181,2720,6817,3900,1025,8170,11598,11185,1774,9662,7978,7071,4714,11638,1827,4213,4068,1923,4031,2020,9516,2971,12253,8298,2581,9250,21730,9795,17126,9265,1122,5477
CNBD_00183,2865,5840,3265,2488,8550,12388,11057,2747,9317,8016,5224,4791,12191,2178,3645,3544,1861,3573,1464,11071,3015,11589,8715,3302,11514,24662,10926,16660,12204,1087,5426
CNBD_00185,2552,6758,3173,1244,7644,11736,9335,2426,10852,7895,4659,4580,10749,1990,3891,3417,1661,3895,1197,11132,3460,12089,8916,2817,11297,21756,10232,14163,6856,1099,4960
CNBD_00186,3885,8208,4517,1553,8216,14216,14639,2884,15732,9688,8426,5516,15669,2290,5218,3967,2027,4429,2280,12269,4254,14832,10033,4348,11764,28011,11041,17421,9595,1243,7250
CNBD_00187,3032,7459,4000,1557,7182,12347,11604,2765,10712,8557,5294,4887,12265,1577,3563,3743,1842,3511,1456,11451,2710,12979,9841,2565,11229,22058,11691,17695,8754,1423,5162
CNBD_00189,2453,6968,5195,1617,8349,12713,13340,3000,12515,8584,7817,5657,11198,2124,4284,5524,1951,4695,3024,11859,3267,15750,10512,3244,12907,25419,10454,17590,9082,1495,6000
CNBD_00190,2876,6333,4352,1670,9729,13609,16426,3171,10945,9911,7498,5644,16690,1996,4441,4471,2483,4851,1871,11905,3799,14035,9824,3386,13061,26072,11053,16662,12726,1189,6334
CNBD_00191,3022,7288,4130,3109,9015,15428,14831,2825,11414,10881,7311,5606,13682,2335,5344,4675,2180,4901,2008,13983,3716,14456,10898,3829,13567,28707,13059,19759,11094,1180,6795
CNBD_00192,3884,6583,3323,1482,7707,14364,13134,2520,12283,9579,5409,5160,14070,2341,4331,4739,2018,5371,1706,9884,3490,11831,10311,3884,13441,25218,12029,15595,8545,952,5235
CNBD_00193,3614,7618,5056,1684,10846,15228,15052,3162,16376,10832,7005,6272,17780,2422,4236,5117,2243,4788,2636,14146,3626,16056,13431,4068,14181,28250,15923,20820,13355,1484,7029
CNBD_00194,3745,8482,4158,1088,10158,13039,13105,2891,12316,10618,7583,5362,17139,2620,4854,4907,2259,3833,1757,12259,4201,14075,10786,3505,13005,27896,11036,20916,13281,1339,6241
CNBD_00196,4501,9239,4054,2333,9294,17097,15530,2695,13574,11723,7981,6770,16855,2343,5793,5569,2361,5658,2504,15193,5346,18490,12710,4670,15087,32979,13600,21767,16012,1586,7870
CNBD_00197,2586,6011,3605,1449,8220,12900,13016,2168,12109,8447,7070,5034,14484,1904,3861,5430,2324,5942,2045,10801,3119,12216,10441,2477,12824,26369,10384,15654,8616,1024,6340
CNBD_00198,2666,5391,2580,879,9208,10369,9833,2173,10548,7397,4740,4860,11700,1556,2996,3837,2069,4788,1439,8273,2285,8680,7938,3090,9443,18813,9328,14177,9788,713,5321
CNBD_00199,1914,4193,1880,1562,3906,8041,9402,1013,8739,6104,2769,3453,8957,896,2369,2331,1142,2399,835,7563,1508,7503,5112,1429,8320,16921,6864,9411,6799,521,2914
CNBD_00200,587,2304,1355,1036,2908,5655,5875,629,4663,3848,2534,2180,5967,1097,1595,1534,922,1490,1017,4640,439,4349,2968,984,4140,10964,5181,6688,4084,384,1560
CNBD_00201,2024,4688,2274,896,3623,10011,8222,868,8919,6358,2701,3962,10331,1264,2423,2871,893,2716,1139,6605,1479,8747,7443,2633,8166,16656,7762,9107,8860,540,3489
CNBD_00202,1919,4712,1767,1008,3963,7442,9942,1005,8047,5877,2327,3561,7927,1325,2417,2346,1203,3127,651,6694,1417,8015,6005,2099,7062,16684,7411,9084,7776,430,3263
CNBD_00203,391,2666,1080,1676,3353,4957,3664,2,8391,3501,2362,2345,3197,1376,1794,1419,681,1688,715,4253,237,4311,2386,766,4126,11764,5697,4107,3362,251,1007
CNBD_00204,2385,5539,2808,1380,6078,8895,10054,665,10198,6856,3400,4684,10752,1277,1966,3534,1602,4375,1225,7286,1295,9103,4919,2768,9266,22175,7736,13699,9661,422,4224
CNBD_00206,852,1697,2293,1283,2315,4612,3489,3878,3550,1471,1757,3205,3850,1948,1128,488,999,898,4164,285,3432,2254,1195,3157,9566,6106,4729,4057,218,3020,6290
CNBD_00207,337,2673,1825,1165,2723,4681,3735,32,5975,3032,2016,1713,3457,1942,2039,1254,680,1488,817,4304,247,4361,3061,981,4216,10252,5100,3586,2972,261,1045
CNBD_00208,280,2617,1044,1350,4036,5642,7306,571,5809,4130,2451,2283,4987,1816,1393,1447,1028,1633,709,4754,593,5516,3292,992,4407,11149,6537,4559,3709,137,1336
CNBD_00209,2583,6809,3557,1081,7166,10334,12961,1886,9933,7196,5322,4591,10981,1400,2714,4456,1578,4315,1443,9430,2514,11791,8310,2688,9631,23387,8244,12630,8226,1363,5363
